"move_id","version_group_id","flavor_text"
"178","3","Sharply reduces the foe's SPEED."
"178","5","Spores cling to the foe, sharply reducing SPEED."
"178","7","Cotton-like spores cling to the foe, sharply reducing its SPEED stat."
"178","8","The user releases cottonlike spores that cling to the foe, sharply reducing its Speed stat."
"178","11","The user releases cotton-like spores that cling to the target, harshly reducing its Speed stat."
"178","15","The user releases cotton-like spores that cling to the opposing Pokémon, which harshly lowers their Speed stats."
"178","17","The user releases cotton-like spores that cling to the opposing Pokémon, which harshly lowers their Speed stat."
"178","20","The user releases cotton-like spores that cling to opposing Pokémon, which harshly lowers their Speed stats."
"178","25","The user releases cotton-like spores that cling to opposing Pokémon. This harshly lowers their Speed stats."
"179","3","Stronger if the user's HP is low."
"179","5","Inflicts more damage when the user’s HP is down."
"179","7","An all-out attack that becomes more powerful the less HP the user has."
"180","3","Cuts the PP of the foe's last move."
"180","5","Spitefully cuts the PP of the foe’s last move."
"180","7","A move that cuts 2 to 5 PP from the move last used by the foe."
"180","8","The user looses its grudge on the move last used by the foe by cutting 4 PP from it."
"180","11","The user unleashes its grudge on the move last used by the target by cutting 4 PP from it."
"181","3","An attack that may cause freezing."
"181","5","Blasts the foe with a snowy gust. May cause freezing."
"181","7","Blasts the foe with a snowy gust. It may cause freezing."
"181","8","The user attacks with a chilling gust of powdery snow. It may also freeze the target."
"181","11","The user attacks with a chilling gust of powdery snow. It may also freeze the targets."
"181","15","The user attacks with a chilling gust of powdery snow. This may also freeze the opposing Pokémon."
"181","20","The user attacks with a chilling gust of powdery snow. This may also freeze opposing Pokémon."
"181","24","The user attacks with a chilling gust of powdery snow. This may also leave the target with frostbite."
"181","25","The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen."
"182","3","Foils attack that turn. It may fail."
"182","5","Evades attack, but may fail if used in succession."
"182","7","Enables the user to evade all attacks. It may fail if used in succession."
"182","8","It enables the user to evade all attacks. Its chance of failing rises if it is used in succession."
"182","15","Enables the user to evade all attacks. Its chance of failing rises if it is used in succession."
"182","19","Enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession."
"182","20","This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession."
"183","3","A fast punch that lands first."
"183","5","A punch is thrown at wicked speed to strike first."
"183","7","A punch thrown at blinding speed. It is certain to strike first."
"183","8","The user throws a punch at blinding speed. It is certain to strike first."
"183","15","The user throws a punch at blinding speed. This move always goes first."
"183","24","The user throws a punch at blinding speed. This also raises the user's action speed."
"184","3","Sharply reduces the foe's SPEED."
"184","5","Frightens with a scary face to sharply reduce SPEED."
"184","7","Frightens the foe with a scary face to sharply reduce its SPEED."
"184","8","The user frightens the foe with a scary face to sharply reduce its Speed stat."
"184","11","The user frightens the target with a scary face to harshly reduce its Speed stat."
"184","15","The user frightens the target with a scary face to harshly lower its Speed stat."
"185","3","An attack that never misses."
"185","5","Draws the foe close, then strikes without fail."
"185","7","The user draws up close to the foe disarmingly, then hits without fail."
"185","8","The user draws up to the foe disarmingly, then throws a sucker punch. It hits without fail."
"185","11","The user approaches the target disarmingly, then throws a sucker punch. It hits without fail."
"185","15","The user approaches the target disarmingly, then throws a sucker punch. This attack never misses."
"185","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"186","3","A move that causes confusion."
"186","5","Demands a kiss with a cute look. May cause confusion."
"186","7","The user kisses the foe with sweet cuteness that causes confusion."
"186","8","The user kisses the foe with a sweet, angelic cuteness that causes confusion."
"186","11","The user kisses the target with a sweet, angelic cuteness that causes confusion."
"187","3","Reduces own HP to maximize ATTACK."
"187","5","Maximizes ATTACK while sacrificing HP."
"187","7","The user maximizes its ATTACK stat at the cost of half its full HP."
"187","8","The user maximizes its Attack stat in exchange for HP equal to half its max HP."
"187","25","The user maximizes its Attack stat but loses HP equal to half its max HP."
"188","3","An attack that may poison the foe."
"188","5","Sludge is hurled to inflict damage. May also poison."
"188","7","Filthy sludge is hurled at the foe. It may poison the target."
"188","8","The user attacks by hurling filthy sludge at the foe. It may also poison the target."
"188","11","Unsanitary sludge is hurled at the target. It may also poison the target."
"188","15","Unsanitary sludge is hurled at the target. This may also poison the target."
"188","24","Unsanitary sludge is hurled at the target to deal damage. This may also poison the target."
"188","25","The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target."
"189","3","Reduces the foe's accuracy."
"189","5","Hurls mud in the foe’s face to reduce its accuracy."
"189","7","Mud is hurled in the foe’s face to inflict damage and lower its accuracy."
"189","8","The user hurls mud in the foe’s face to inflict damage and lower its accuracy."
"189","11","The user hurls mud in the target’s face to inflict damage and lower its accuracy."
"189","24","The user hurls mud in the target's face to inflict damage. Incoming moves also become more likely to miss."
"189","25","The user hurls mud in the target's face to inflict damage and lower its accuracy."
"190","3","An attack that may reduce accuracy."
"190","5","Fires a lump of ink to damage and cut accuracy."
"190","7","Ink is blasted in the foe’s face or eyes to damage and lower accuracy."
"190","8","The user attacks by spraying ink in the foe’s face or eyes. It may also lower the target’s accuracy."
"190","11","The user attacks by spraying ink in the target’s face or eyes. It may also lower the target’s accuracy."
"190","15","The user attacks by spraying ink in the target’s face or eyes. This may also lower the target’s accuracy."
"191","3","Hurts foes when they switch out."
"191","5","Sets spikes that hurt a foe switching out."
"191","6","Sets spikes that hurt a foe switching in."
"191","7","A trap of spikes is laid around the foe’s party to hurt foes switching in."
"191","8","The user lays a trap of spikes at the foe’s feet. The trap hurts foes that switch into battle."
"191","11","The user lays a trap of spikes at the opposing team’s feet. The trap hurts Pokémon that switch into battle."
"191","24","The user lays a trap of spikes at the target's feet. The spikes left behind by this attack continue to damage the target for several turns."
"191","25","The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle."
"192","3","An attack that always paralyzes."
"192","5","Powerful and sure to cause paralysis, but inaccurate."
"192","7","An electric blast is fired like a cannon to inflict damage and paralyze."
"192","8","The user fires an electric blast like a cannon to inflict damage and cause paralysis."
"192","25","The user attacks by firing an electric blast like a cannon. This also leaves the target with paralysis."
"193","3","Negates accuracy reduction moves."
"193","5","Negates the foe’s efforts to heighten evasiveness."
"193","7","Completely negates the foe’s efforts to heighten its ability to evade."
"193","8","Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe."
"193","11","Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. It also enables an evasive target to be hit."
"193","15","Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit."
"193","17","Enables a Ghost-type target to be hit by Normaland Fighting-type attacks. This also enables an evasive target to be hit."
"193","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"194","3","The foe faints if the user does."
"194","5","If the user faints, the foe is also made to faint."
"194","7","If the user faints, the foe delivering the final hit also faints."
"194","8","When this move is used, if the user faints, the foe that landed the knockout hit also faints."
"194","11","When this move is used, if the user faints, the Pokémon that landed the knockout hit also faints."
"194","17","After using this move, if the user faints, the Pokémon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession."
"194","25","If the user is knocked out after using this move, the Pokémon that knocked it out will also faint. This move's chance of failing rises if it is used in succession."
"195","3","Both user and foe faint in 3 turns."
"195","5","Any POKéMON hearing this song faints in 3 turns."
"195","7","Any battler that hears this faints in three turns unless it switches."
"195","8","Any Pokémon that hears this song faints in three turns unless it switches out of battle."
"195","10","Any Pokémon that hears this song faints in three turns, unless it switches out of battle."
"196","3","An icy attack that lowers SPEED."
"196","5","A chilling attack that lowers the foe’s SPEED."
"196","7","A chilling wind is used to attack. It also lowers the SPEED stat."
"196","8","The user attacks with a gust of chilled air. It also lowers the target’s Speed stat."
"196","11","The user attacks with a gust of chilled air. It also reduces the targets’ Speed stat."
"196","15","The user attacks with a gust of chilled air. This also lowers the opposing Pokémon’s Speed stats."
"196","20","The user attacks with a gust of chilled air. This also lowers opposing Pokémon’s Speed stats."
"196","24","The user attacks with a gust of chilled air."
"196","25","The user attacks with a gust of chilled air. This also lowers opposing Pokémon's Speed stats."
"197","3","Evades attack that turn. It may fail."
"197","5","Evades attack, but may fail if used in succession."
"197","7","Enables the user to evade all attacks. It may fail if used in succession."
"197","8","It enables the user to evade all attacks. Its chance of failing rises if it is used in succession."
"197","15","Enables the user to evade all attacks. Its chance of failing rises if it is used in succession."
"197","20","This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession."
"198","3","An attack that hits 2-5 times."
"198","5","Strikes the foe with a bone in hand 2 to 5 times."
"198","7","The user strikes the foe with a bone in hand two to five times."
"198","8","The user strikes at the foe with a hard bone two to five times in a row."
"198","11","The user strikes the target with a hard bone two to five times in a row."
"198","25","The user attacks by striking the target with a hard bone. This move hits two to five times in a row."
"199","3","Ensures the next attack will hit."
"199","5","Locks on to the foe to ensure the next move hits."
"199","7","The user locks on to the foe, making the next move sure to hit."
"199","8","The user takes sure aim at the foe. It ensures the next attack does not fail to hit the target."
"199","11","The user takes sure aim at the target. It ensures the next attack does not fail to hit the target."
"199","15","The user takes sure aim at the target. This ensures the next attack does not miss the target."
"199","25","The user takes sure aim at the target. This ensures the user's next move does not miss that target."
"200","3","Works 2-3 turns and confuses user."
"200","5","A rampage of 2 to 3 turns that confuses the user."
"200","7","The user thrashes about for two to three turns, then becomes confused."
"200","8","The user rampages and attacks for two to three turns. However, it then becomes confused."
"200","11","The user rampages and attacks for two to three turns. It then becomes confused, however."
"200","15","The user rampages and attacks for two to three turns. The user then becomes confused."
"200","19","The Pokémon rampages and attacks for two to three turns. It then becomes confused."
"200","24","The user attacks by going on a rampage, then becomes fixated on using this move."
"201","3","Inflicts damage every turn."
"201","5","Causes a sandstorm that rages for several turns."
"201","7","A 5-turn sandstorm that damages all types except ROCK, GROUND, and STEEL."
"201","8","A five-turn sandstorm is summoned to hurt all combatant types except Rock, Ground, and Steel."
"201","11","A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types."
"201","17","A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types."
"201","20","A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types."
"201","25","A five-turn sandstorm is summoned to damage all Pokémon except Rock, Ground, and Steel types. The sandstorm also boosts the Sp. Def stats of Rock types."
"202","3","Steals 1/2 of the damage inflicted."
"202","5","An attack that steals half the damage inflicted."
"202","7","A harsh attack that absorbs half the damage it inflicted to restore HP."
"202","8","A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target."
"202","24","A nutrient-draining attack. The user's HP is restored by half the damage taken by the target."
"202","25","A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target."
"203","3","Always leaves at least 1HP."
"203","5","Endures any attack for 1 turn, leaving at least 1HP."
"203","7","The user endures any hit with 1 HP left. It may fail if used in succession."
"203","8","The user endures any attack, leaving 1 HP. Its chance of failing rises if it is used in succession."
"203","10","The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession."
"203","25","The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession."
"204","3","Sharply lowers the foe's ATTACK."
"204","5","Charms the foe and sharply reduces its ATTACK."
"204","7","The foe is charmed by the user’s cute appeals, sharply cutting its ATTACK."
"204","8","The user charmingly stares at the foe, making it less wary. The target’s Attack is sharply lowered."
"204","11","The user gazes at the target rather charmingly, making it less wary. The target’s Attack is harshly lowered."
"204","15","The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat."
"204","20","The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target’s Attack stat."
"204","24","The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat."
"205","3","Attacks 5 turns with rising power."
"205","5","An attack lasting 5 turns with rising intensity."
"205","7","A 5-turn rolling attack that becomes stronger each time it hits."
"205","8","The user continually rolls into the foe over five turns. It becomes stronger each time it hits."
"205","11","The user continually rolls into the target over five turns. It becomes stronger each time it hits."
"205","15","The user continually rolls into the target over five turns. It becomes more powerful each time it hits."
"205","24","The user rolls into the target to deal damage, then becomes fixated on using this move."
"205","25","The user continually rolls into the target over five turns. This attack becomes more powerful each time it hits."
"206","3","Leaves the foe with at least 1HP."
"206","5","An attack that leaves the foe with at least 1 HP."
"206","7","A restrained attack that always leaves the foe with at least 1 HP."
"206","8","A restrained attack that prevents the foe from fainting. The target is left with at least 1 HP."
"206","11","A restrained attack that prevents the target from fainting. The target is left with at least 1 HP."
"207","3","Causes confusion and raises ATTACK."
"207","5","Confuses the foe, but also sharply raises ATTACK."
"207","7","A move that makes the foe confused, but also sharply raises its ATTACK."
"207","8","The user enrages the foe into confusion. However, it also sharply raises the foe’s Attack stat."
"207","11","The user enrages and confuses the target. However, it also sharply raises the target’s Attack stat."
"207","15","The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat."
"207","24","The user enrages and confuses the target. However, this also sharply raises the target's Attack stat."
"207","25","The user enrages and confuses the target. However, this also sharply boosts the target's Attack stat."
"208","3","Restores HP by 1/2 the max HP."
"208","5","Recovers up to half the user’s maximum HP."
"208","7","Heals the user by up to half its full HP. It can be used to heal an ally."
"208","8","The user restores its own HP by up to half of its maximum HP. It may also be used to heal an ally’s HP."
"208","11","The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP."
"208","15","The user restores its own HP by up to half of its max HP. May also be used in the field to heal HP."
"208","17","The user restores its own HP by up to half of its max HP."
"208","25","The user restores its own HP by up to half its max HP."
"209","3","An attack that may cause paralysis."
"209","5","An electrified tackle that may paralyze the foe."
"209","7","An electrically charged tackle that may also paralyze the foe."
"209","8","The user throws an electrically charged tackle at the foe. It may also leave the target paralyzed."
"209","11","The user throws an electrically charged tackle at the target. It may also leave the target with paralysis."
"209","15","The user throws an electrically charged tackle at the target. This may also leave the target with paralysis."
"209","24","The user throws an electrically charged tackle at the target to deal damage. This may also leave the target with paralysis."
"209","25","The user attacks the target with an electrically charged tackle. This may also leave the target with paralysis."
"210","3","Successive hits raise power."
"210","5","An attack that intensifies on each successive hit."
"210","7","An attack that grows stronger on each successive hit."
"210","8","The foe is slashed with scythes or claws. Its power increases if it hits in succession."
"210","11","The target is slashed with scythes or claws. Its power increases if it hits in succession."
"210","15","The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession."
"210","25","The user attacks by slashing the target with scythes, claws, or the like. This attack becomes more powerful if it hits in succession."
"211","3","Stiff wings strike the foe."
"211","5","Strikes the foe with hard wings spread wide."
"211","7","The foe is hit with wings of steel. It may also raise the user’s DEFENSE."
"211","8","The foe is hit with wings of steel. It may also raise the user’s Defense stat."
"211","11","The target is hit with wings of steel. It may also raise the user’s Defense stat."
"211","15","The target is hit with wings of steel. This may also raise the user’s Defense stat."
"211","24","The target is hit with wings of steel. This may also raise the user's Defense stat."
"211","25","The target is hit with wings of steel. This may also boost the user's Defense stat."
"212","3","Prevents fleeing or switching."
"212","5","Fixes the foe with a mean look that prevents escape."
"212","7","The foe is fixed with a mean look that prevents it from escaping."
"212","8","The user affixes the foe with a dark, arresting look. The target becomes unable to flee."
"212","11","The user pins the target with a dark, arresting look. The target becomes unable to flee."
"213","3","Makes the opposite gender infatuated."
"213","5","Makes the opposite gender less likely to attack."
"213","7","If it is the other gender, the foe is made infatuated and unlikely to attack."
"213","8","If it is the opposite gender of the user, the foe becomes infatuated and less likely to attack."
"213","11","If it is the opposite gender of the user, the target becomes infatuated and less likely to attack."
"213","25","If the target is of the opposite gender to the user, it becomes infatuated with the user and will sometimes be unable to use its moves."
"214","3","Randomly attacks while asleep."
"214","5","Uses an own move randomly while asleep."
"214","6","Uses an available move randomly while asleep."
"214","7","While asleep, the user randomly uses one of the moves it knows."
"214","8","While it is asleep, the user randomly uses one of the moves it knows."
"214","25","The user randomly uses one of the moves it knows. This move can only be used while the user is asleep."
"215","3","Eliminates all status problems."
"215","5","Chimes soothingly to heal all status abnormalities."
"215","7","A soothing bell chimes to heal the status problems of all allies."
"215","8","The user makes a soothing bell chime to heal the status problems of all the party Pokémon."
"215","15","The user makes a soothing bell chime to heal the status conditions of all the party Pokémon."
"215","25","The user makes a soothing bell chime to cure the status conditions of all its fellow party Pokémon and allies."
"216","3","An attack that is based on loyalty."
"216","5","An attack that increases in power with friendship."
"216","7","This attack move grows more powerful the more the user likes its TRAINER."
"216","8","A full-power attack that grows more powerful the more the user likes its Trainer."
"216","17","This full-power attack grows more powerful the more the user likes its Trainer."
"216","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"217","3","A bomb that may restore HP."
"217","5","A gift in the form of a bomb. May restore HP."
"217","7","The foe is given a booby-trapped gift. It restores HP sometimes, however."
"217","8","The user attacks by giving the foe a booby-trapped gift. It restores HP sometimes, however."
"217","11","The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however."
"217","25","The user attacks by giving the target a gift with a hidden trap. The gift restores HP sometimes, however."
"218","3","An attack based on lack of loyalty."
"218","5","An attack that is stronger if the TRAINER is disliked."
"218","7","This attack move grows more powerful the less the user likes its TRAINER."
"218","8","A full-power attack that grows more powerful the less the user likes its Trainer."
"218","17","This full-power attack grows more powerful the less the user likes its Trainer."
"218","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"219","3","Prevents all status problems."
"219","5","A mystical force prevents all status problems."
"219","7","It protects the user’s party from all status problems for five turns."
"219","8","The user creates a protective field that prevents status problems for five turns."
"219","15","The user creates a protective field that prevents status conditions for five turns."
"220","3","Adds user & foe's HPs. Shares total."
"220","5","Adds the user and foe’s HP, then shares them equally."
"220","7","The user adds its HP to the foe’s HP, then equally shares the total HP."
"220","8","The user adds its HP to the foe’s HP, then equally shares the combined HP with the foe."
"220","11","The user adds its HP to the target’s HP, then equally shares the combined HP with the target."
"220","24","The user adds its HP to the target's HP, then equally shares the combined HP with the target."
"220","25","The user adds its HP to the target's HP, then equally splits the combined HP between the target and itself."
"221","3","An attack that may inflict a burn."
"221","5","A mystical fire attack that may inflict a burn."
"221","7","A mystical and powerful fire attack that may inflict a burn."
"221","8","The foe is razed with a mystical fire of great intensity. It may also leave the target with a burn."
"221","11","The target is razed with a mystical fire of great intensity. It may also leave the target with a burn."
"221","15","The target is razed with a mystical fire of great intensity. This may also leave the target with a burn."
"222","3","A ground attack with random power."
"222","5","A ground-shaking attack of random intensity."
"222","7","A ground-shaking attack against all standing POKéMON. Its power varies."
"222","8","The user looses a ground-shaking quake affecting everyone in battle. Its power varies."
"222","11","The user looses a ground-shaking quake affecting everyone around the user. Its power varies."
"222","15","The user attacks everything around it with a ground-shaking quake. Its power varies."
"222","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"223","3","An attack that always confuses."
"223","5","Powerful and sure to cause confusion, but inaccurate."
"223","7","The foe is punched with the user’s full power. It confuses the foe if it hits."
"223","8","The foe is punched with the user’s full, concentrated power. It confuses the foe if it hits."
"223","11","The user punches the target with full, concentrated power. It confuses the target if it hits."
"223","15","The user punches the target with full, concentrated power. This confuses the target if it hits."
"223","25","The user attacks by punching the target with full concentrated power. This also confuses the target."
"224","3","A powerful charge attack."
"224","5","A brutal ramming attack using out-thrust horns."
"224","7","A brutal ramming attack delivered with a tough and impressive horn."
"224","8","Utilizing its tough and impressive horn, the user rams into the foe with no letup."
"224","10","Using its tough and impressive horn, the user rams into the foe with no letup."
"224","11","Using its tough and impressive horn, the user rams into the target with no letup."
"224","24","Using its tough and impressive horn, the user rams into the target to inflict damage."
"225","3","A strong breath attack."
"225","5","Strikes the foe with an incredible blast of breath."
"225","7","The foe is hit with an incredible blast of breath that may also paralyze."
"225","8","The user exhales a mighty gust that inflicts damage. It may also paralyze the target."
"225","11","The user exhales a mighty gust that inflicts damage. It may also leave the target with paralysis."
"225","15","The user exhales a mighty gust that inflicts damage. This may also leave the target with paralysis."
"226","3","Switches while keeping effects."
"226","5","Switches out the user while keeping effects in play."
"226","7","The user switches out, passing along any stat changes to the new battler."
"226","8","The user switches places with a party Pokémon in waiting, passing along any stat changes."
"226","15","The user switches places with a party Pokémon in waiting and passes along any stat changes."
"227","3","Makes the foe repeat 2-6 times."
"227","5","Makes the foe repeat its last move over 2 to 6 turns."
"227","7","Makes the foe use the move it last used repeatedly for two to six turns."
"227","8","The user compels the foe to keep using only the move it last used for two to six turns."
"227","9","The user compels the foe to keep using only the move it last used for three to seven turns."
"227","11","The user compels the target to keep using only the move it last used for three turns."
"227","17","The user compels the target to keep using the move it encored for three turns."
"228","3","Heavily strikes switching POKéMON."
"228","5","Inflicts bad damage if used on a foe switching out."
"228","7","An attack move that works especially well on a foe that is switching out."
"228","8","An attack move that inflicts double damage if used on a foe that is switching out of battle."
"228","11","An attack move that inflicts double damage if used on a target that is switching out of battle."
"228","17","The power of this attack move is doubled if it’s used on a target that’s switching out of battle."
"228","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"229","3","A high-speed spinning attack."
"229","5","Spins the body at high speed to strike the foe."
"229","7","An attack that frees the user from BIND, WRAP, LEECH SEED, and SPIKES."
"229","8","A spin attack that can also eliminate such moves as Bind, Wrap, Leech Seed, and Spikes."
"229","20","A spin attack that can also eliminate such moves as Bind, Wrap, and Leech Seed. This also raises the user’s Speed stat."
"229","24","A spin attack that can also eliminate such moves as Bind, Wrap, and Leech Seed. This also raises the user's Speed stat."
"229","25","The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also boosts the user's Speed stat."
"230","3","Reduces the foe's evasiveness."
"230","5","Allures the foe to reduce evasiveness."
"230","7","Allures the foe to reduce evasiveness. It also attracts wild POKéMON."
"230","8","A sweet scent that lowers the foe’s evasiveness. It also lures wild Pokémon if used in grass, etc."
"230","11","A sweet scent that lowers the opposing team’s evasiveness. It also lures wild Pokémon if used in grass, etc."
"230","15","A sweet scent that harshly lowers opposing Pokémon’s evasiveness. This also lures wild Pokémon if used in places such as tall grass."
"230","17","A sweet scent that harshly lowers opposing Pokémon’s evasiveness."
"230","24","A sweet scent that harshly lowers opposing Pokémon's evasiveness."
"230","25","The user releases a scent that harshly lowers opposing Pokémon's evasiveness."
"231","3","An attack that may reduce DEFENSE."
"231","5","Attacks with a rock-hard tail. May lower DEFENSE."
"231","7","An attack with a steel-hard tail. It may lower the foe’s DEFENSE stat."
"231","8","The foe is slammed with a steel-hard tail. It may also lower the target’s Defense stat."
"231","11","The target is slammed with a steel-hard tail. It may also lower the target’s Defense stat."
"231","15","The target is slammed with a steel-hard tail. This may also lower the target’s Defense stat."
"231","24","The target is slammed with a steel-hard tail. This may also lower the target’s defensive stats."
"231","25","The target is slammed with a steel-hard tail. This may also lower the target's Defense stat."
"232","3","An attack that may up user's ATTACK."
"232","5","A claw attack that may raise the user’s ATTACK."
"232","7","The foe is attacked with steel claws. It may also raise the user’s ATTACK."
"232","8","The foe is raked with steel claws. It may also raise the user’s Attack stat."
"232","11","The target is raked with steel claws. It may also raise the user’s Attack stat."
"232","15","The target is raked with steel claws. This may also raise the user’s Attack stat."
"232","24","The target is raked with steel claws. This may also raise the user's Attack stat."
"232","25","The target is raked with steel claws. This may also boost the user's Attack stat."
"233","3","A 2nd-strike move that never misses."
"233","5","Makes the user’s move last, but it never misses."
"233","7","Makes the user attack after the foe. In return, it will not miss."
"233","8","The user allows the foe to attack first. In return, this throw move is guaranteed not to miss."
"233","11","The user attacks last. In return, this throw move is guaranteed not to miss."
"233","15","The user attacks last. In return, this throw move never misses."
"234","3","Restores HP (varies by time)."
"234","5","Restores HP. The amount varies with the weather."
"234","7","Restores the user’s HP. The amount of HP regained varies with the weather."
"234","8","The user restores its own HP. The amount of HP regained varies with the weather."
"235","3","Restores HP (varies by time)."
"235","5","Restores HP. The amount varies with the weather."
"235","7","Restores the user’s HP. The amount of HP regained varies with the weather."
"235","8","The user restores its own HP. The amount of HP regained varies with the weather."
"236","3","Restores HP (varies by time)."
"236","5","Restores HP. The amount varies with the weather."
"236","7","Restores the user’s HP. The amount of HP regained varies with the weather."
"236","8","The user restores its own HP. The amount of HP regained varies with the weather."
"237","3","The power varies with the POKéMON."
"237","5","The effectiveness varies with the user."
"237","7","An attack that varies in type and intensity depending on the user."
"237","8","A unique attack that varies in type and intensity depending on the Pokémon using it."
"237","15","A unique attack that varies in type depending on the Pokémon using it."
"237","20","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
"238","3","Has a high critical hit ratio."
"238","5","A double-chopping attack. High critical-hit ratio."
"238","7","The foe is hit with double chops. It has a high critical-hit ratio."
"238","8","The user delivers a double chop with its forearms crossed. It has a high critical-hit ratio."
"238","11","The user delivers a double chop with its forearms crossed. Critical hits land more easily."
"238","25","The user delivers a double chop with its forearms crossed. This move has a heightened chance of landing a critical hit."
"239","3","Whips up a tornado to attack."
"239","5","Whips up a vicious twister to tear at the foe."
"239","7","A vicious twister attacks the foe. It may make the foe flinch."
"239","8","The user whips up a vicious twister to tear at the foe. It may also make the foe flinch."
"239","10","The user whips up a vicious tornado to tear at the foe. It may also make the foe flinch."
"239","11","The user whips up a vicious tornado to tear at the opposing team. It may also make targets flinch."
"239","15","The user whips up a vicious tornado to tear at the opposing Pokémon. This may also make them flinch."
"239","20","The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch."
"239","24","The user whips up a vicious tornado to tear at the target."
"240","3","Boosts water-type moves for 5 turns."
"240","5","Boosts the power of WATERtype moves for 5 turns."
"240","7","A heavy rain falls for five turns, powering up WATERtype moves."
"240","8","The user summons a heavy rain that falls for five turns, powering up Watertype moves."
"240","11","The user summons a heavy rain that falls for five turns, powering up Water-type moves."
"240","17","The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves."
"240","25","The user summons a heavy rain that falls for five turns, powering up Water-type attacks. The rain also lowers the power of Fire-type attacks."
"241","3","Boosts fire-type moves for 5 turns."
"241","5","Boosts the power of FIREtype moves for 5 turns."
"241","7","The sun blazes for five turns, powering up FIRE-type moves."
"241","8","The user intensifies the sun for five turns, powering up Fire-type moves."
"241","17","The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves."
"241","25","The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks."
"242","3","An attack that may lower SPCL.DEF."
"242","5","Crunches with sharp fangs. May lower SP. DEF."
"242","7","The foe is crunched with sharp fangs. It may lower the foe’s SP. DEF."
"242","8","The user crunches up the foe with sharp fangs. It may also lower the target’s Defense stat."
"242","11","The user crunches up the target with sharp fangs. It may also lower the target’s Defense stat."
"242","15","The user crunches up the target with sharp fangs. This may also lower the target’s Defense stat."
"242","24","The user crunches up the target with sharp fangs. This may also lower the target's defensive stats."
"242","25","The user crunches up the target with sharp fangs. This may also lower the target's Defense stat."
"243","3","Counters a SPCL. ATK. move double."
"243","4","Counters a SPCL. ATK move double."
"243","5","Counters the foe’s special attack at double the power."
"243","7","A retaliation move that pays back the foe’s special attack double."
"243","8","A retaliation move that counters any special attack, inflicting double the damage taken."
"243","25","A retaliatory attack that counters any special move, inflicting double the damage taken."
"244","3","Copies the foe's stat changes."
"244","5","Copies the foe’s effect(s) and gives to the user."
"244","7","The user hypnotizes itself into copying any stat change made by the foe."
"244","11","The user hypnotizes itself into copying any stat change made by the target."
"245","3","A powerful firststrike move."
"245","5","An extremely fast and powerful attack."
"245","7","A blindingly speedy charge attack that always goes before any other."
"245","8","The user charges the foe at blinding speed. This attack always goes before any other move."
"245","11","The user charges the target at blinding speed. This attack always goes before any other move."
"245","15","The user charges the target at blinding speed. This move always goes first."
"246","3","An attack that may raise all stats."
"246","7","An ancient power is used to attack. It may also raise all the user’s stats."
"246","8","The user attacks with a prehistoric power. It may also raise all the user’s stats at once."
