location_id,local_language_id,name,subtitle
675,9,Team Flare Secret HQ,
675,11,フレア団秘密基地,
676,1,ついのどうくつ,
676,9,Terminus Cave,
676,11,終の洞窟,
677,1,あれはてホテル,
677,9,Lost Hotel,
677,11,荒れ果てホテル,
678,1,うつろのま,
678,9,Chamber of Emptiness,
678,11,空ろの間,
679,1,わだつみのあな,
679,9,Sea Spirit’s Den,
679,11,海神の穴,
680,1,フレンドサファリ,
680,9,Friend Safari,
680,11,フレンドサファリ,
681,1,かえんのま,
681,9,Blazing Chamber,
681,11,火炎の間,
682,1,すいもんのま,
682,9,Flood Chamber,
682,11,水門の間,
683,1,こうてつのま,
683,9,Ironworks Chamber,
683,11,鋼鉄の間,
684,1,りゅうしょうのま,
684,9,Dragonmark Chamber,
684,11,竜章の間,
685,1,ひかりのま,
685,9,Radiant Chamber,
685,11,光の間,
686,1,ポケモンリーグゲート,
686,9,Pokémon League Gate,
686,11,ポケモンリーグゲート,
687,1,ミアレステーション,
687,9,Lumiose Station,
687,11,ミアレステーション,
688,1,キナンステーション,
688,9,Kiloude Station,
688,11,キナンステーション,
689,1,コウジンすいぞくかん,
689,9,Ambrette Aquarium,
689,11,コウジン水族館,
690,1,ななしのどうくつ,
690,9,Unknown Dungeon,
690,11,ななしの洞窟,
691,1,ポケモンリーグ,
691,9,Pokémon League,
691,11,ポケモンリーグ,
692,1,アクアだんアジト,
692,9,Team Aqua Hideout,
692,11,アクア団アジト,
693,1,シーキンセツ,
693,9,Sea Mauville,
693,11,シーキンセツ,
694,1,マグマだんアジト,
694,9,Team Magma Hideout,
694,11,マグマ団アジト,
695,1,バトルリゾート,
695,9,Battle Resort,
695,11,バトルリゾート,
696,1,タイドリップごう,
696,9,S.S. Tidal,
696,11,タイドリップ号,
697,1,マボロシもり,
697,9,Mirage Forest,
697,11,マボロシ森,
698,1,マボロシどうくつ,
698,9,Mirage Cave,
698,11,マボロシ洞窟,
699,1,マボロシやま,
699,9,Mirage Mountain,
699,11,マボロシ山,
700,1,みかいのもり,
700,9,Trackless Forest,
700,11,未開の森,
701,1,なもなきへいげん,
701,9,Pathless Plain,
701,11,名もなき平原,
702,1,みちのどうくつ,
702,9,Nameless Cavern,
702,11,未知の洞窟,
703,1,おぼろのどうくつ,
703,9,Fabled Cave,
703,11,おぼろの洞窟,
704,1,いびつなあな,
704,9,Gnarled Den,
704,11,いびつな穴,
705,1,ゆみなりのしま,
705,9,Crescent Isle,
705,11,弓形の島,
706,1,ひみつのこじま,
706,9,Secret Islet,
706,11,ひみつの小島,
707,1,おおぞら,
707,9,Soaring in the sky,
707,11,大空,
708,1,ひみつのいそべ,
708,9,Secret Shore,
708,11,ひみつのいそべ,
709,1,ひみつのはなばたけ,
709,9,Secret Meadow,
709,11,ひみつの花畑,
710,1,１ばんどうろ,ハウオリシティはずれ
710,9,Route 1,Hau’oli Outskirts
710,11,１番道路,ハウオリシティはずれ
711,1,１ばんどうろ,
711,9,Route 1,
711,11,１番道路,
712,1,３ばんどうろ,
712,9,Route 3,
712,11,３番道路,
713,1,２ばんどうろ,
713,9,Route 2,
713,11,２番道路,
714,1,カーラエわん,
714,9,Kala’e Bay,
714,11,カーラエ湾,
715,1,メレメレかい,
715,9,Melemele Sea,
715,11,メレメレ海,
716,1,ハウオリシティ,ビーチサイドエリア
716,9,Hau’oli City,Beachfront
716,11,ハウオリシティ,ビーチサイドエリア
717,1,ハウオリシティ,ショッピングエリア
717,9,Hau’oli City,Shopping District
717,11,ハウオリシティ,ショッピングエリア
718,1,ハウオリシティ,ポートエリア
718,9,Hau’oli City,Marina
718,11,ハウオリシティ,ポートエリア
719,1,リリィタウン,
719,9,Iki Town,
719,11,リリィタウン,
720,1,マハロさんどう,
720,9,Mahalo Trail,
720,11,マハロ山道,
721,1,マハロさんどう,つりばし
721,9,Mahalo Trail,Plank Bridge
721,11,マハロ山道,吊り橋
722,1,いくさのいせき,
722,9,Ruins of Conflict,
722,11,戦の遺跡,
723,1,テンカラットヒル,
723,9,Ten Carat Hill,
723,11,テンカラットヒル,
724,1,テンカラットヒル,さいおうくうどう
724,9,Ten Carat Hill,Farthest Hollow
724,11,テンカラットヒル,最奥空洞
725,1,ハウオリれいえん,
725,9,Hau’oli Cemetery,
725,11,ハウオリ霊園,
726,1,メレメレのはなぞの,
726,9,Melemele Meadow,
726,11,メレメレの花園,
727,1,うみつなぎのどうけつ,
727,9,Seaward Cave,
727,11,海繋ぎの洞穴,
728,1,きのみばたけ,
728,9,Alola Berry Fields,
728,11,きのみ畑,
729,1,しげみのどうくつ,しれんのま
729,9,Verdant Cavern,Trial Site
729,11,茂みの洞窟,試練の間
730,1,しげみのどうくつ,ぬしのま
730,9,Verdant Cavern,Totem’s Den
730,11,茂みの洞窟,ぬしの間
731,1,４ばんどうろ,
731,9,Route 4,
731,11,４番道路,
732,1,５ばんどうろ,
732,9,Route 5,
732,11,５番道路,
733,1,６ばんどうろ,
733,9,Route 6,
733,11,６番道路,
734,1,７ばんどうろ,
734,9,Route 7,
734,11,７番道路,
735,1,８ばんどうろ,
735,9,Route 8,
735,11,８番道路,
736,1,９ばんどうろ,
736,9,Route 9,
736,11,９番道路,
737,1,ハノハノリゾート,
737,9,Hano Grand Resort,
737,11,ハノハノリゾート,
738,1,ハノハノビーチ,
738,9,Hano Beach,
738,11,ハノハノビーチ,
739,1,アーカラのはなぞの,
739,9,Akala Meadow,
739,11,アーカラの花園,
740,1,オハナタウン,
740,9,Paniola Town,
740,11,オハナタウン,
741,1,カンタイシティ,
741,9,Heahea City,
741,11,カンタイシティ,
742,1,コニコシティ,
742,9,Konikoni City,
742,11,コニコシティ,
743,1,ロイヤルアベニュー,
743,9,Royal Avenue,
743,11,ロイヤルアベニュー,
744,1,メモリアルヒル,
744,9,Memorial Hill,
744,11,メモリアルヒル,
745,1,オハナぼくじょう,
745,9,Paniola Ranch,
745,11,オハナ牧場,
746,1,ヴェラかざんこうえん,
746,9,Wela Volcano Park,
746,11,ヴェラ火山公園,
747,1,ヴェラかざんこうえん,ぬしのま
747,9,Wela Volcano Park,Totem’s Den
747,11,ヴェラ火山公園,ぬしの間
748,1,せせらぎのおか,
748,9,Brooklet Hill,
748,11,せせらぎの丘,
749,1,せせらぎのおか,ぬしのま
749,9,Brooklet Hill,Totem’s Den
749,11,せせらぎの丘,ぬしの間
750,1,シェードジャングル,
750,9,Lush Jungle,
750,11,シェードジャングル,
751,1,いのちのいせき,
751,9,Ruins of Life,
751,11,命の遺跡,
752,1,アーカラじまはずれ,
752,9,Akala Outskirts,
752,11,アーカラ島はずれ,
753,1,ディグダトンネル,
753,9,Diglett’s Tunnel,
753,11,ディグダトンネル,
754,1,ロイヤルドーム,
754,9,Battle Royal Dome,
754,11,ロイヤルドーム,
755,1,１０ばんどうろ,
755,9,Route 10,
755,11,１０番道路,
756,1,１１ばんどうろ,
756,9,Route 11,
756,11,１１番道路,
757,1,ウラウラうらかいがん,
757,9,Secluded Shore,
757,11,ウラウラ裏海岸,
758,1,１３ばんどうろ,
758,9,Route 13,
758,11,１３番道路,
759,1,カプのむら,
759,9,Tapu Village,
759,11,カプの村,
760,1,１５ばんすいどう,
760,9,Route 15,
760,11,１５番水道,
761,1,１６ばんどうろ,
761,9,Route 16,
761,11,１６番道路,
762,1,１７ばんどうろ,
762,9,Route 17,
762,11,１７番道路,
763,1,１２ばんどうろ,
763,9,Route 12,
763,11,１２番道路,
764,1,ハイナさばく,
764,9,Haina Desert,
764,11,ハイナ砂漠,
765,1,１４ばんどうろ,
765,9,Route 14,
765,11,１４番道路,
766,1,ウラウラのはなぞの,
766,9,Ula’ula Meadow,
766,11,ウラウラの花園,
767,1,ポータウン,
767,9,Po Town,
767,11,ポータウン,
768,1,マリエシティ,
768,9,Malie City,
768,11,マリエシティ,
769,1,マリエていえん,
769,9,Malie Garden,
769,11,マリエ庭園,
770,1,ホクラニだけ,
770,9,Mount Hokulani,
770,11,ホクラニ岳,
771,1,ホテリやま,
771,9,Blush Mountain,
771,11,ホテリ山,
772,1,みのりのいせき,
772,9,Ruins of Abundance,
772,11,実りの遺跡,
773,1,にちりんのみずうみ,
773,9,Lake of the Sunne,
773,11,日輪の湖,
774,1,がちりんのみずうみ,
774,9,Lake of the Moone,
774,11,月輪の湖,
775,1,ラナキラマウンテン,
775,9,Mount Lanakila,
775,11,ラナキラマウンテン,
776,1,いかがわしきやしき,
776,9,Shady House,
776,11,いかがわしき屋敷,
777,1,スーパー・メガやす,あとち
777,9,Thrifty Megamart,Abandoned Site
777,11,スーパー・メガやす,跡地
778,1,ホクラニてんもんだい,
778,9,Hokulani Observatory,
778,11,ホクラニ天文台,
779,1,ポケモンリーグ,
779,9,Pokémon League,
779,11,ポケモンリーグ,
780,1,ポニのはなぞの,
780,9,Poni Meadow,
780,11,ポニの花園,
781,1,ポニのげんや,
781,9,Poni Wilds,
781,11,ポニの原野,
782,1,ポニのこどう,
782,9,Ancient Poni Path,
782,11,ポニの古道,
783,1,ポニのあらいそ,
783,9,Poni Breaker Coast,
783,11,ポニの荒磯,
784,1,ポニのじゅりん,
784,9,Poni Grove,
784,11,ポニの樹林,
785,1,ポニのこうや,
785,9,Poni Plains,
785,11,ポニの広野,
786,1,ポニのかいがん,
786,9,Poni Coast,
786,11,ポニの海岸,
787,1,ポニのけんろ,
787,9,Poni Gauntlet,
787,11,ポニの険路,
788,1,うみのたみのむら,
788,9,Seafolk Village,
788,11,海の民の村,
789,1,ポニのだいきょうこく,
789,9,Vast Poni Canyon,
789,11,ポニの大峡谷,
790,1,にちりんのさいだん,
790,9,Altar of the Sunne,
790,11,日輪の祭壇,
791,1,がちりんのさいだん,
791,9,Altar of the Moone,
791,11,月輪の祭壇,
792,1,ひがんのいせき,
792,9,Ruins of Hope,
792,11,彼岸の遺跡,
793,1,エンドケイブ,
793,9,Resolution Cave,
793,11,エンドケイブ,
794,1,ナッシー・アイランド,
794,9,Exeggutor Island,
794,11,ナッシー・アイランド,
795,1,バトルツリー,
795,9,Battle Tree,
795,11,バトルツリー,
796,1,エーテルパラダイス,
796,9,Aether Paradise,
796,11,エーテルパラダイス,
797,1,ウルトラスペース,
797,9,Ultra Space,
797,11,ウルトラスペース,
798,1,マリエシティ,はずれのみさき
798,9,Malie City,Outer Cape
798,11,マリエシティ,はずれの岬
799,9,Roaming Kanto,
800,9,Roaming Johto,
801,9,Roaming Hoenn,
802,9,Roaming Sinnoh,
803,9,Terra Cave,
804,9,Marine Cave,
805,9,Two Island,
806,9,Three Island,
807,9,Three Isle Path,
808,9,Six Island,
809,9,Seven Island,
810,9,Birth Island,
811,9,Navel Rock,
812,9,Faraway Island,
813,9,Hoenn Battle Frontier,
814,9,Johto Safari Zone,
815,9,Cabo Poco,
816,9,Los Platos,
817,9,Mesagoza,
818,9,Cortondo,
819,9,Alfornada,
820,9,Pokémon League,
821,9,Artazon,
822,9,Levincia,
823,9,Zapapico,
824,9,Cascarrafa,
825,9,Porto Marinada,
826,9,Medali,
827,9,Montenevera,
828,9,South Province (Area One),
829,9,South Province (Area Two),
830,9,South Province (Area Three),
831,9,South Province (Area Four),
832,9,South Province (Area Five),
833,9,South Province (Area Six),
834,9,South Paldean Sea,
835,9,Poco Path,
836,9,Inlet Grotto,
837,9,Naranja Academy,
838,9,Alfornada Cavern,
839,9,Grasswither Shrine,
840,9,East Province (Area One),
841,9,East Province (Area Two),
842,9,East Province (Area Three),
843,9,East Paldean Sea,
844,9,Tagtree Thicket,
845,9,Schedar Squad's Base,
846,9,Navi Squad's Base,
847,9,West Province (Area One),
848,9,West Province (Area Two),
849,9,West Province (Area Three),
850,9,Asado Desert,
851,9,West Paldean Sea,
852,9,Segin Squad's Base,
853,9,Icerend Shrine,
854,9,North Province (Area One),
855,9,North Province (Area Two),
856,9,North Province (Area Three),
857,9,Casseroya Lake,
858,9,Dalizapa Passage,
859,9,Glaseado Mountain,
860,9,Socarrat Trail,
861,9,Groundblight Shrine,
862,9,Firescourge Shrine,
863,9,North Paldean Sea,
864,9,Ruchbah Squad's Base,
865,9,Caph Squad's Base,
866,9,Area Zero,
867,9,Zero Lab,
868,9,Route 1,
869,9,Route 2,
870,9,Route 3,
871,9,Route 4,
872,9,Route 5,
873,9,Route 6,
874,9,Route 7,
875,9,Route 8,
876,9,Route 9,
877,9,Route 10,
878,9,Axew's Eye,
879,9,Ballimere Lake,
880,9,Ballonlea,
881,9,Battle Tower,
882,9,Brawlers' Cave,
883,9,Bridge Field,
884,9,Challenge Beach,
885,9,Challenge Road,
886,9,Circhester,
887,9,Courageous Cavern,
888,9,Crown Shrine,
889,9,Dappled Grove,
890,9,Dusty Bowl,
891,9,Dyna Tree Hill,
892,9,East Lake Axewell,
893,9,Fields of Honor,
894,9,Forest of Focus,
895,9,Freezington,
896,9,Frigid Sea,
897,9,Frostpoint Field,
898,9,Galar Mine,
899,9,Galar Mine No. 2,
900,9,Giant's Bed,
901,9,Giant's Foot,
902,9,Giant's Mirror,
903,9,Giant's Seat,
904,9,Glimwood Tangle,
905,9,Hammerlocke,
906,9,Hammerlocke Hills,
907,9,Honeycalm Island,
908,9,Honeycalm Sea,
909,9,Hulbury,
910,9,Iceberg Ruins,
911,9,Insular Sea,
912,9,Iron Ruins,
913,9,Lake of Outrage,
914,9,Lakeside Cave,
915,9,Loop Lagoon,
916,9,Master Dojo,
917,9,Max Lair,
918,9,Motostoke,
919,9,Motostoke Outskirts,
920,9,Motostoke Riverbank,
921,9,North Lake Miloch,
922,9,Old Cemetery,
923,9,Path to the Peak,
924,9,Postwick,
925,9,Potbottom Desert,
926,9,Roaring-Sea Caves,
927,9,Rock Peak Ruins,
928,9,Rolling Fields,
929,9,Slippery Slope,
930,9,Slumbering Weald,
931,9,Snowslide Slope,
932,9,Soothing Wetlands,
933,9,South Lake Miloch,
934,9,Spikemuth,
935,9,Split-Decision Ruins,
936,9,Route 8,
937,9,Stepping-Stone Sea,
938,9,Stony Wilderness,
939,9,Stow-on-Side,
940,9,Three-Point Pass,
941,9,Tower of Darkness,
942,9,Tower of Waters,
943,9,Training Lowlands,
944,9,Tunnel to the Top,
945,9,Turffield,
946,9,Warm-Up Tunnel,
947,9,Watchtower Ruins,
948,9,Wedgehurst,
949,9,West Lake Axewell,
950,9,Workout Sea,
951,9,Wyndon,
952,9,Aipom Hill,
953,9,Ancient Quarry,
954,9,Arena's Approach,
955,9,Aspiration Hill,
956,9,Avalanche Slopes,
957,9,Avalugg's Legacy,
958,9,Bathers' Lagoon,
959,9,Bolderoll Ravine,
960,9,Bolderoll Slope,
961,9,Bonechill Wastes,
962,9,Brava Arena,
963,9,Castaway Shore,
964,9,Celestica Ruins,
965,9,Celestica Trail,
966,9,Clamberclaw Cliffs,
967,9,Cloudcap Pass,
968,9,Cloudpool Ridge,
969,9,Coastlands Base Camp,
970,9,Cottonsedge Prairie,
971,9,Crossing Slope,
972,9,Deadwood Haunt,
973,9,Deertrack Heights,
974,9,Deertrack Path,
975,9,Diamond Heath,
976,9,Diamond Settlement,
977,9,Droning Meadow,
978,9,Fabled Spring,
979,9,Firespit Island,
980,9,Floaro Gardens,
981,9,Gapejaw Bog,
982,9,Ginkgo Landing,
983,9,Glacier Terrace,
984,9,Golden Lowlands,
985,9,Grandtree Arena,
986,9,Grueling Grove,
987,9,Heart's Crag,
988,9,Heavenward Lookout,
989,9,Heights Base Camp,
990,9,Hideaway Bay,
991,9,Holm of Trials,
992,9,Horseshoe Plains,
993,9,Ice Column Chamber,
994,9,Icebound Falls,
995,9,Icepeak Arena,
996,9,Icepeak Cavern,
997,9,Islespy Shore,
998,9,Jubilife Village,
999,9,Lake Acuity,
1000,9,Lake Valor,
1001,9,Lake Verity,
1002,9,Lonely Spring,
1003,9,Lunker's Lair,
1004,9,Molten Arena,
1005,9,Moonview Arena,
1006,9,Nature's Pantry,
1007,9,Obsidian Falls,
1008,9,Oreburrow Tunnel,
1009,9,Pearl Settlement,
1010,9,Primeval Grotto,
1011,9,Ramanas Island,
1012,9,Sacred Plaza,
1013,9,Sand's Reach,
1014,9,Sandgem Flats,
1015,9,Scarlet Bog,
1016,9,Seagrass Haven,
1017,9,Seaside Hollow,
1018,9,Shrouded Ruins,
1019,9,Sludge Mound,
1020,9,Snowfall Hot Spring,
1021,9,Snowpoint Temple,
1022,9,Solaceon Ruins,
1023,9,Sonorous Path,
1024,9,Space-time distortion,
1025,9,Spring Path,
1026,9,Stonetooth Rows,
1027,9,Temple of Sinnoh,
1028,9,The Heartwood,
1029,9,Tidewater Dam,
1030,9,Tombolo Walk,
1031,9,Tranquility Cove,
1032,9,Turnback Cave,
1033,9,Ursa's Ring,
1034,9,Veilstone Cape,
1035,9,Wayward Cave,
1036,9,Wayward Wood,
1037,9,Whiteout Valley,
1038,9,Windbreak Stand,
1039,9,Windswept Run,
1040,9,Worn Bridge,
1041,9,Giant's Cap,
1042,9,Hau'oli City,
1043,9,Verdant Cavern,
1044,9,Royal Avenue,
1045,9,Malie City,
1046,9,Dividing Peak Tunnel,
1047,9,Heahea Beach,
1048,9,Sandy Cave,
1049,9,Ula'ula Beach,
1050,9,Ultra Megalopolis,
1051,9,Ultra Space Wilds,
1052,9,Poké Pelago,
1053,9,Team Rocket's Castle,
1054,9,Unova (Roaming),
1055,9,Mossdeep Space Center,
1056,9,Kalos (Roaming),
1057,9,Uva Academy,
1058,9,Apple Hills,
1059,9,Chilling Waterhead,
1060,9,Crystal Pool,
1061,9,Dreaded Den,
1062,9,Fellhorn Gorge,
1063,9,Infernal Pass,
1064,9,Kitakami Hall,
1065,9,Kitakami Road,
1066,9,Kitakami Wilds,
1067,9,Loyalty Plaza,
1068,9,Mossfell Confluence,
1069,9,Mossui Town,
1070,9,Oni Mountain,
1071,9,Oni's Maw,
1072,9,Paradise Barrens,
1073,9,Reveler's Road,
1074,9,Timeless Woods,
1075,9,Wistful Fields,
1076,9,Canyon Biome,
1077,9,Canyon Plaza,
1078,9,Central Plaza,
1079,9,Chargestone Cavern,
1080,9,Coastal Biome,
1081,9,Coastal Plaza,
1082,9,League Club Room,
1083,9,Polar Biome,
1084,9,Polar Plaza,
1085,9,Savanna Biome,
1086,9,Savanna Plaza,
1087,9,Torchlit Labyrinth,
1095,9,Outskirt Stand,
1096,9,Phenac City,
1097,9,Snagem Hideout,
1098,9,Shadow Pokémon Lab,
1099,9,Pyrite Town,
1100,9,Pyrite Bldg,
1101,9,Pyrite Cave,
1102,9,Realgam Tower,
1103,9,Agate Village,
1104,9,The Under,
1105,9,Mt. Battle,
1106,9,Pokemon Hq Lab,
1107,9,Gateon Port,
1108,9,Cipher Lab,
1109,9,Pokespot,
1110,9,ONBS,
1111,9,Cipher Key Lair,
1112,9,Citadark Isle,
1113,9,Kanto Underground Path,
1114,9,Energy Plant,
1115,9,Meetup Spot,
1116,9,Random caves across the Isle of Armor,
1117,9,Roaming Galar Wild Areas,
1118,9,Roaming the Isle of Armor,
1119,9,Roaming the Crown Tundra,
1120,9,Max Dens in the Galar Wild Area,
