location_area_id,local_language_id,name
1309,9,Mirage Cave (South East of Route 129)
1310,9,Mirage Cave (South of Route 107)
1311,9,Mirage Cave (North of Route 124)
1312,9,Mirage Cave (West of Rustboro)
1313,9,Mirage Mountain (East of Mossdeep)
1314,9,Mirage Mountain (North of Mossdeep)
1315,9,Mirage Mountain (South East of Route 129)
1316,9,Mirage Mountain (North of Lilycove)
1317,9,Mirage Mountain (West of Route 104)
1318,9,Mirage Mountain (South of Route 129)
1319,9,Mirage Mountain (South of Route 131)
1320,9,Mirage Mountain (North East of Route 125)
1321,9,Fortree City
1322,9,Friend Safari (Normal)
1323,9,Friend Safari (Fire)
1324,9,Friend Safari (Fighting)
1325,9,Friend Safari (Water)
1326,9,Friend Safari (Flying)
1327,9,Friend Safari (Grass)
1328,9,Friend Safari (Poison)
1329,9,Friend Safari (Electric)
1330,9,Friend Safari (Ground)
1331,9,Friend Safari (Psychic)
1332,9,Friend Safari (Rock)
1333,9,Friend Safari (Ice)
1334,9,Friend Safari (Bug)
1335,9,Friend Safari (Dragon)
1336,9,Friend Safari (Ghost)
1337,9,Friend Safari (Dark)
1338,9,Friend Safari (Steel)
1339,9,Friend Safari (Fairy)
1340,9,Route 2 (Hidden Grotto)
1341,9,Route 3 (Hidden Grotto – Dark Grass)
1342,9,Route 3 (Hidden Grotto – Pond)
1343,9,Route 5 (Hidden Grotto)
1344,9,Route 6 (Hidden Grotto – Near Pokemon Breeder)
1345,9,Route 6 (Hidden Grotto – Mistralton Cave)
1346,9,Route 7 (Hidden Grotto)
1347,9,Route 9 (Hidden Grotto)
1348,9,Route 13 (Hidden Grotto – Giant Chasm)
1349,9,Route 13 (Hidden Grotto – Stairs)
1350,9,Route 18 (Hidden Grotto)
1351,9,Route 22 (Hidden Grotto)
1352,9,Route 23 (Hidden Grotto)
1353,9,Floccesy Ranch (Hidden Grotto)
1354,9,Lostlorn Forest (Hidden Grotto)
1355,9,Giant Chasm (Hidden Grotto)
1356,9,Abundant Shrine (Hidden Grotto – Near Youngster)
1357,9,Abundant Shrine (Hidden Grotto – Shrine)
1358,9,Pinwheel Forest (Hidden Grotto – Outer area)
1359,9,Pinwheel Forest (Hidden Grotto – Inner area)
1360,9,Oreburgh Mining Museum
1361,9,Pewter Museum of Science
1362,9,Floaroma Meadow
1363,9,Safari Zone Gate
1364,9,Accumula Town
1365,9,Route 2 (Lake)
1366,9,Route 2 (Lakeside)
1367,9,Motostoke (Gym)
1368,9,Route 3 (West)
1369,9,Slumbering Weald (Deep)
1370,9,Energy Plant Tower Summit
1371,9,Meetup Spot
1372,9,Postwick (Leon's Room)
1373,9,Motostoke Pokémon Center
1374,9,Turffield (Gym)
1375,9,Ballonlea (Gym)
1376,9,Random caves across the Isle of Armor
1377,9,Nacrene Museum
1378,9,Giant's Mirror (Area 2)
1379,9,Distortion World
1380,9,Galar Wild Areas
1381,9,The Isle of Armor
1382,9,The Crown Tundra
1383,9,All Max Dens in the Galar Wild Area
1384,9,Rolling Fields (Max Den A)
1385,9,Rolling Fields (Max Den B)
1386,9,Rolling Fields (Max Den C)
1387,9,Rolling Fields (Max Den D)
1388,9,Rolling Fields (Max Den E)
1389,9,Rolling Fields (Max Den F)
1390,9,Rolling Fields (Max Den G)
1391,9,Rolling Fields (Max Den H)
1392,9,Rolling Fields (Max Den I)
1393,9,Dappled Grove (Max Den A)
1394,9,Dappled Grove (Max Den B)
1395,9,Dappled Grove (Max Den C)
1396,9,Dappled Grove (Max Den D)
1397,9,Dappled Grove (Max Den E)
1398,9,West Lake Axewell (Max Den A)
1399,9,West Lake Axewell (Max Den B)
1400,9,West Lake Axewell (Max Den C)
1401,9,West Lake Axewell (Max Den D)
1402,9,West Lake Axewell (Max Den E)
1403,9,West Lake Axewell (Max Den F)
1404,9,Watchtower Ruins (Max Den A)
1405,9,Watchtower Ruins (Max Den C)
1406,9,East Lake Axewell (Max Den A)
1407,9,East Lake Axewell (Max Den B)
1408,9,East Lake Axewell (Max Den C)
1409,9,East Lake Axewell (Max Den D)
1410,9,East Lake Axewell (Max Den E)
1411,9,Axew's Eye (Max Den A)
1412,9,North Lake Miloch (Max Den A)
1413,9,North Lake Miloch (Max Den B)
1414,9,North Lake Miloch (Max Den C)
1415,9,North Lake Miloch (Max Den D)
1416,9,North Lake Miloch (Max Den E)
1417,9,North Lake Miloch (Max Den F)
1418,9,Giant's Seat (Max Den A)
1419,9,Giant's Seat (Max Den B)
1420,9,Giant's Seat (Max Den C)
1421,9,Giant's Seat (Max Den D)
1422,9,Giant's Seat (Max Den E)
1423,9,South Lake Miloch (Max Den A)
1424,9,South Lake Miloch (Max Den B)
1425,9,South Lake Miloch (Max Den C)
1426,9,South Lake Miloch (Max Den D)
1427,9,South Lake Miloch (Max Den E)
1428,9,Motostoke Riverbank (Max Den A)
1429,9,Motostoke Riverbank (Max Den B)
1430,9,Motostoke Riverbank (Max Den C)
1431,9,Motostoke Riverbank (Max Den D)
1432,9,Bridge Field (Max Den A)
1433,9,Bridge Field (Max Den B)
1434,9,Bridge Field (Max Den C)
1435,9,Bridge Field (Max Den D)
1436,9,Bridge Field (Max Den E)
1437,9,Bridge Field (Max Den F)
1438,9,Bridge Field (Max Den G)
1439,9,Bridge Field (Max Den H)
1440,9,Bridge Field (Max Den I)
1441,9,Stony Wilderness (Max Den A)
1442,9,Stony Wilderness (Max Den B)
1443,9,Stony Wilderness (Max Den C)
1444,9,Stony Wilderness (Max Den D)
1445,9,Stony Wilderness (Max Den E)
1446,9,Stony Wilderness (Max Den F)
1447,9,Stony Wilderness (Max Den G)
1448,9,Stony Wilderness (Max Den H)
1449,9,Stony Wilderness (Max Den I)
1450,9,Stony Wilderness (Max Den J)
1451,9,Stony Wilderness (Max Den K)
1452,9,Stony Wilderness (Max Den L)
1453,9,Giant's Cap (Max Den A)
1454,9,Giant's Cap (Max Den B)
1455,9,Giant's Cap (Max Den C)
1456,9,Giant's Cap (Max Den D)
1457,9,Giant's Cap (Max Den E)
1458,9,Dusty Bowl (Max Den A)
1459,9,Dusty Bowl (Max Den B)
1460,9,Dusty Bowl (Max Den C)
1461,9,Dusty Bowl (Max Den D)
1462,9,Dusty Bowl (Max Den E)
1463,9,Dusty Bowl (Max Den F)
1464,9,Dusty Bowl (Max Den G)
1465,9,Dusty Bowl (Max Den H)
1466,9,Dusty Bowl (Max Den I)
1467,9,Giant's Mirror (Max Den A)
1468,9,Giant's Mirror (Max Den B)
1469,9,Giant's Mirror (Max Den C)
1470,9,Giant's Mirror (Max Den D)
1471,9,Giant's Mirror (Max Den E)
1472,9,Lake of Outrage (Max Den A)
1473,9,Lake of Outrage (Max Den B)
1474,9,Lake of Outrage (Max Den C)
1475,9,Lake of Outrage (Max Den D)
1476,9,Hammerlocke Hills (Max Den A)
1477,9,Hammerlocke Hills (Max Den B)
1478,9,Hammerlocke Hills (Max Den C)
1479,9,Hammerlocke Hills (Max Den D)
1480,9,Hammerlocke Hills (Max Den E)
1481,9,Hammerlocke Hills (Max Den F)
1482,9,Hammerlocke Hills (Max Den G)
1484,9,Fields of Honor (Max Den A)
1485,9,Fields of Honor (Max Den B)
1486,9,Fields of Honor (Max Den C)
1487,9,Fields of Honor (Max Den D)
1488,9,Fields of Honor (Max Den E)
1489,9,Fields of Honor (Max Den F)
1490,9,Fields of Honor (Max Den G)
1491,9,Fields of Honor (Max Den H)
1492,9,Fields of Honor (Max Den I)
1493,9,Fields of Honor (Max Den J)
1494,9,Soothing Wetlands (Max Den A)
1495,9,Soothing Wetlands (Max Den B)
1496,9,Soothing Wetlands (Max Den C)
1497,9,Soothing Wetlands (Max Den D)
1498,9,Soothing Wetlands (Max Den E)
1499,9,Soothing Wetlands (Max Den F)
1500,9,Soothing Wetlands (Max Den G)
1501,9,Soothing Wetlands (Max Den H)
1502,9,Soothing Wetlands (Max Den I)
1503,9,Forest of Focus (Max Den A)
1504,9,Forest of Focus (Max Den B)
1505,9,Forest of Focus (Max Den C)
1506,9,Forest of Focus (Max Den D)
1507,9,Forest of Focus (Max Den E)
1508,9,Forest of Focus (Max Den F)
1509,9,Challenge Beach (Max Den A)
1510,9,Challenge Beach (Max Den B)
1511,9,Challenge Beach (Max Den C)
1512,9,Challenge Beach (Max Den D)
1513,9,Challenge Beach (Max Den E)
1514,9,Challenge Beach (Max Den F)
1515,9,Challenge Beach (Max Den G)
1516,9,Challenge Beach (Max Den H)
1517,9,Brawlers' Cave (Max Den A)
1518,9,Challenge Road (Max Den A)
1519,9,Challenge Road (Max Den B)
1520,9,Challenge Road (Max Den C)
1521,9,Challenge Road (Max Den D)
1522,9,Courageous Cavern (Max Den A)
1523,9,Courageous Cavern (Max Den B)
1524,9,Courageous Cavern (Max Den C)
1525,9,Courageous Cavern (Max Den D)
1526,9,Courageous Cavern (Max Den E)
1527,9,Courageous Cavern (Max Den F)
1528,9,Loop Lagoon (Max Den A)
1529,9,Loop Lagoon (Max Den B)
1530,9,Loop Lagoon (Max Den C)
1531,9,Loop Lagoon (Max Den D)
1532,9,Training Lowlands (Max Den A)
1533,9,Training Lowlands (Max Den B)
1534,9,Training Lowlands (Max Den C)
1535,9,Training Lowlands (Max Den D)
1536,9,Training Lowlands (Max Den E)
1537,9,Training Lowlands (Max Den F)
1538,9,Training Lowlands (Max Den G)
1539,9,Potbottom Desert (Max Den A)
1540,9,Potbottom Desert (Max Den B)
1541,9,Potbottom Desert (Max Den C)
1542,9,Workout Sea (Max Den A)
1543,9,Workout Sea (Max Den B)
1544,9,Workout Sea (Max Den C)
1545,9,Workout Sea (Max Den D)
1546,9,Workout Sea (Max Den E)
1547,9,Workout Sea (Max Den F)
1548,9,Workout Sea (Max Den G)
1549,9,Stepping-Stone Sea (Max Den A)
1550,9,Stepping-Stone Sea (Max Den B)
1551,9,Stepping-Stone Sea (Max Den C)
1552,9,Stepping-Stone Sea (Max Den D)
1553,9,Stepping-Stone Sea (Max Den E)
1554,9,Stepping-Stone Sea (Max Den F)
1555,9,Stepping-Stone Sea (Max Den G)
1556,9,Stepping-Stone Sea (Max Den H)
1557,9,Stepping-Stone Sea (Max Den I)
1558,9,Insular Sea (Max Den A)
1559,9,Insular Sea (Max Den B)
1560,9,Insular Sea (Max Den C)
1561,9,Insular Sea (Max Den D)
1562,9,Insular Sea (Max Den E)
1563,9,Honeycalm Sea (Max Den A)
1564,9,Honeycalm Sea (Max Den B)
1565,9,Honeycalm Sea (Max Den C)
1566,9,Honeycalm Sea (Max Den D)
1567,9,Honeycalm Sea (Max Den E)
1568,9,Honeycalm Island (Max Den A)
1569,9,Honeycalm Island (Max Den B)
1570,9,Honeycalm Island (Max Den C)
1571,9,Honeycalm Island (Max Den D)
1572,9,Honeycalm Island (Max Den E)
1573,9,Honeycalm Island (Max Den F)
1574,9,Slippery Slope (Max Den A)
1575,9,Slippery Slope (Max Den B)
1576,9,Slippery Slope (Max Den C)
1577,9,Slippery Slope (Max Den D)
1578,9,Slippery Slope (Max Den E)
1579,9,Slippery Slope (Max Den F)
1580,9,Frostpoint Field (Max Den A)
1581,9,Frostpoint Field (Max Den B)
1582,9,Frostpoint Field (Max Den C)
1583,9,Frostpoint Field (Max Den D)
1584,9,Frostpoint Field (Max Den E)
1585,9,Old Cemetery (Max Den A)
1586,9,Old Cemetery (Max Den B)
1587,9,Snowslide Slope (Max Den A)
1588,9,Snowslide Slope (Max Den B)
1589,9,Snowslide Slope (Max Den C)
1590,9,Snowslide Slope (Max Den D)
1591,9,Snowslide Slope (Max Den E)
1592,9,Snowslide Slope (Max Den F)
1593,9,Snowslide Slope (Max Den G)
1594,9,Snowslide Slope (Max Den H)
1595,9,Snowslide Slope (Max Den I)
1596,9,Path to the Peak (Max Den A)
1597,9,Path to the Peak (Max Den B)
1598,9,Path to the Peak (Max Den C)
1599,9,Crown Shrine (Max Den A)
1600,9,Three-Point Pass (Max Den A)
1601,9,Three-Point Pass (Max Den B)
1602,9,Dyna Tree Hill (Max Den A)
1603,9,Giant's Bed (Max Den A)
1604,9,Giant's Bed (Max Den B)
1605,9,Giant's Bed (Max Den C)
1606,9,Giant's Bed (Max Den D)
1607,9,Giant's Bed (Max Den E)
1608,9,Giant's Bed (Max Den F)
1609,9,Giant's Bed (Max Den G)
1610,9,Giant's Bed (Max Den H)
1611,9,Giant's Bed (Max Den I)
1612,9,Giant's Bed (Max Den J)
1613,9,Giant's Bed (Max Den K)
1614,9,Giant's Bed (Max Den L)
1615,9,Giant's Bed (Max Den M)
1616,9,Giant's Bed (Max Den N)
1617,9,Giant's Bed (Max Den O)
1618,9,Giant's Bed (Max Den P)
1619,9,Giant's Bed (Max Den Q)
1620,9,Giant's Bed (Max Den R)
1621,9,Giant's Bed (Max Den S)
1622,9,Giant's Bed (Max Den T)
1623,9,Giant's Bed (Max Den U)
1624,9,Giant's Foot (Max Den A)
1625,9,Giant's Foot (Max Den B)
1626,9,Giant's Foot (Max Den C)
1627,9,Giant's Foot (Max Den D)
1628,9,Giant's Foot (Max Den E)
1629,9,Frigid Sea (Max Den A)
1630,9,Frigid Sea (Max Den B)
1631,9,Frigid Sea (Max Den C)
1632,9,Frigid Sea (Max Den D)
1633,9,Frigid Sea (Max Den E)
1634,9,Frigid Sea (Max Den F)
1635,9,Frigid Sea (Max Den G)
1636,9,Frigid Sea (Max Den H)
1637,9,Frigid Sea (Max Den I)
1638,9,Frigid Sea (Max Den J)
1639,9,Frigid Sea (Max Den K)
1640,9,Frigid Sea (Max Den L)
1641,9,Frigid Sea (Max Den M)
1642,9,Frigid Sea (Max Den N)
1643,9,Ballimere Lake (Max Den A)
1644,9,Ballimere Lake (Max Den B)
1645,9,Ballimere Lake (Max Den C)
1646,9,Ballimere Lake (Max Den D)
1647,9,Ballimere Lake (Max Den E)
1648,9,Ballimere Lake (Max Den F)
1649,9,Ballimere Lake (Max Den G)
1650,9,Ballimere Lake (Max Den H)
1651,9,Ballimere Lake (Max Den I)
1652,9,Ballimere Lake (Max Den J)
1653,9,Ballimere Lake (Max Den K)
1654,9,Ballimere Lake (Max Den L)
1655,9,Ballimere Lake (Max Den M)
1656,9,Ballimere Lake (Max Den N)
1657,9,Ballimere Lake (Max Den O)
1658,9,Ballimere Lake (Max Den P)
1659,9,Ballimere Lake (Max Den Q)
1660,9,Oreburgh City (Northwest House)
1661,9,Eterna City Condominiums
1662,9,Snowpoint City (Northwest House)
1663,9,Route 226 (Island House)
1664,9,Saffron City Magnet Train Station
1665,9,Olivine City Gym
