move_id,local_language_id,name
438,11,パワーウィップ
439,1,がんせきほう
439,9,Rock Wrecker
439,11,がんせきほう
440,1,クロスポイズン
440,9,Cross Poison
440,11,クロスポイズン
441,1,ダストシュート
441,9,Gunk Shot
441,11,ダストシュート
442,1,アイアンヘッド
442,9,Iron Head
442,11,アイアンヘッド
443,1,マグネットボム
443,9,Magnet Bomb
443,11,マグネットボム
444,1,ストーンエッジ
444,9,Stone Edge
444,11,ストーンエッジ
445,1,ゆうわく
445,9,Captivate
445,11,ゆうわく
446,1,ステルスロック
446,9,Stealth Rock
446,11,ステルスロック
447,1,くさむすび
447,9,Grass Knot
447,11,くさむすび
448,1,おしゃべり
448,9,Chatter
448,11,おしゃべり
449,1,さばきのつぶて
449,9,Judgment
449,11,さばきのつぶて
450,1,むしくい
450,9,Bug Bite
450,11,むしくい
451,1,チャージビーム
451,9,Charge Beam
451,11,チャージビーム
452,1,ウッドハンマー
452,9,Wood Hammer
452,11,ウッドハンマー
453,1,アクアジェット
453,9,Aqua Jet
453,11,アクアジェット
454,1,こうげきしれい
454,9,Attack Order
454,11,こうげきしれい
455,1,ぼうぎょしれい
455,9,Defend Order
455,11,ぼうぎょしれい
456,1,かいふくしれい
456,9,Heal Order
456,11,かいふくしれい
457,1,もろはのずつき
457,9,Head Smash
457,11,もろはのずつき
458,1,ダブルアタック
458,9,Double Hit
458,11,ダブルアタック
459,1,ときのほうこう
459,9,Roar of Time
459,11,ときのほうこう
460,1,あくうせつだん
460,9,Spacial Rend
460,11,あくうせつだん
461,1,みかづきのまい
461,9,Lunar Dance
461,11,みかづきのまい
462,1,にぎりつぶす
462,9,Crush Grip
462,11,にぎりつぶす
463,1,マグマストーム
463,9,Magma Storm
463,11,マグマストーム
464,1,ダークホール
464,9,Dark Void
464,11,ダークホール
465,1,シードフレア
465,9,Seed Flare
465,11,シードフレア
466,1,あやしいかぜ
466,9,Ominous Wind
466,11,あやしいかぜ
467,1,シャドーダイブ
467,9,Shadow Force
467,11,シャドーダイブ
468,1,つめとぎ
468,9,Hone Claws
468,11,つめとぎ
469,1,ワイドガード
469,9,Wide Guard
469,11,ワイドガード
470,1,ガードシェア
470,9,Guard Split
470,11,ガードシェア
471,1,パワーシェア
471,9,Power Split
471,11,パワーシェア
472,1,ワンダールーム
472,9,Wonder Room
472,11,ワンダールーム
473,1,サイコショック
473,9,Psyshock
473,11,サイコショック
474,1,ベノムショック
474,9,Venoshock
474,11,ベノムショック
475,1,ボディパージ
475,9,Autotomize
475,11,ボディパージ
476,1,いかりのこな
476,9,Rage Powder
476,11,いかりのこな
477,1,テレキネシス
477,9,Telekinesis
477,11,テレキネシス
478,1,マジックルーム
478,9,Magic Room
478,11,マジックルーム
479,1,うちおとす
479,9,Smack Down
479,11,うちおとす
480,1,やまあらし
480,9,Storm Throw
480,11,やまあらし
481,1,はじけるほのお
481,9,Flame Burst
481,11,はじけるほのお
482,1,ヘドロウェーブ
482,9,Sludge Wave
482,11,ヘドロウェーブ
483,1,ちょうのまい
483,9,Quiver Dance
483,11,ちょうのまい
484,1,ヘビーボンバー
484,9,Heavy Slam
484,11,ヘビーボンバー
485,1,シンクロノイズ
485,9,Synchronoise
485,11,シンクロノイズ
486,1,エレキボール
486,9,Electro Ball
486,11,エレキボール
487,1,みずびたし
487,9,Soak
487,11,みずびたし
488,1,ニトロチャージ
488,9,Flame Charge
488,11,ニトロチャージ
489,1,とぐろをまく
489,9,Coil
489,11,とぐろをまく
490,1,ローキック
490,9,Low Sweep
490,11,ローキック
491,1,アシッドボム
491,9,Acid Spray
491,11,アシッドボム
492,1,イカサマ
492,9,Foul Play
492,11,イカサマ
493,1,シンプルビーム
493,9,Simple Beam
493,11,シンプルビーム
494,1,なかまづくり
494,9,Entrainment
494,11,なかまづくり
495,1,おさきにどうぞ
495,9,After You
495,11,おさきにどうぞ
496,1,りんしょう
496,9,Round
496,11,りんしょう
497,1,エコーボイス
497,9,Echoed Voice
497,11,エコーボイス
498,1,なしくずし
498,9,Chip Away
498,11,なしくずし
499,1,クリアスモッグ
499,9,Clear Smog
499,11,クリアスモッグ
500,1,アシストパワー
500,9,Stored Power
500,11,アシストパワー
501,1,ファストガード
501,9,Quick Guard
501,11,ファストガード
502,1,サイドチェンジ
502,9,Ally Switch
502,11,サイドチェンジ
503,1,ねっとう
503,9,Scald
503,11,ねっとう
504,1,からをやぶる
504,9,Shell Smash
504,11,からをやぶる
505,1,いやしのはどう
505,9,Heal Pulse
505,11,いやしのはどう
506,1,たたりめ
506,9,Hex
506,11,たたりめ
507,1,フリーフォール
507,9,Sky Drop
507,11,フリーフォール
508,1,ギアチェンジ
508,9,Shift Gear
508,11,ギアチェンジ
509,1,ともえなげ
509,9,Circle Throw
509,11,ともえなげ
510,1,やきつくす
510,9,Incinerate
510,11,やきつくす
511,1,さきおくり
511,9,Quash
511,11,さきおくり
512,1,アクロバット
512,9,Acrobatics
512,11,アクロバット
513,1,ミラータイプ
513,9,Reflect Type
513,11,ミラータイプ
514,1,かたきうち
514,9,Retaliate
514,11,かたきうち
515,1,いのちがけ
515,9,Final Gambit
515,11,いのちがけ
516,1,ギフトパス
516,9,Bestow
516,11,ギフトパス
517,1,れんごく
517,9,Inferno
517,11,れんごく
518,1,みずのちかい
518,9,Water Pledge
518,11,みずのちかい
519,1,ほのおのちかい
519,9,Fire Pledge
519,11,ほのおのちかい
520,1,くさのちかい
520,9,Grass Pledge
520,11,くさのちかい
521,1,ボルトチェンジ
521,9,Volt Switch
521,11,ボルトチェンジ
522,1,むしのていこう
522,9,Struggle Bug
522,11,むしのていこう
523,1,じならし
523,9,Bulldoze
523,11,じならし
524,1,こおりのいぶき
524,9,Frost Breath
524,11,こおりのいぶき
525,1,ドラゴンテール
525,9,Dragon Tail
525,11,ドラゴンテール
526,1,ふるいたてる
526,9,Work Up
526,11,ふるいたてる
527,1,エレキネット
527,9,Electroweb
527,11,エレキネット
528,1,ワイルドボルト
528,9,Wild Charge
528,11,ワイルドボルト
529,1,ドリルライナー
529,9,Drill Run
529,11,ドリルライナー
530,1,ダブルチョップ
530,9,Dual Chop
530,11,ダブルチョップ
531,1,ハートスタンプ
531,9,Heart Stamp
531,11,ハートスタンプ
532,1,ウッドホーン
532,9,Horn Leech
532,11,ウッドホーン
533,1,せいなるつるぎ
533,9,Sacred Sword
533,11,せいなるつるぎ
534,1,シェルブレード
534,9,Razor Shell
534,11,シェルブレード
535,1,ヒートスタンプ
535,9,Heat Crash
535,11,ヒートスタンプ
536,1,グラスミキサー
536,9,Leaf Tornado
536,11,グラスミキサー
537,1,ハードローラー
537,9,Steamroller
537,11,ハードローラー
538,1,コットンガード
538,9,Cotton Guard
538,11,コットンガード
539,1,ナイトバースト
539,9,Night Daze
539,11,ナイトバースト
540,1,サイコブレイク
540,9,Psystrike
540,11,サイコブレイク
541,1,スイープビンタ
541,9,Tail Slap
541,11,スイープビンタ
542,1,ぼうふう
542,9,Hurricane
542,11,ぼうふう
543,1,アフロブレイク
543,9,Head Charge
543,11,アフロブレイク
544,1,ギアソーサー
544,9,Gear Grind
544,11,ギアソーサー
545,1,かえんだん
545,9,Searing Shot
545,11,かえんだん
546,1,テクノバスター
546,9,Techno Blast
546,11,テクノバスター
547,1,いにしえのうた
547,9,Relic Song
547,11,いにしえのうた
548,1,しんぴのつるぎ
548,9,Secret Sword
548,11,しんぴのつるぎ
549,1,こごえるせかい
549,9,Glaciate
549,11,こごえるせかい
550,1,らいげき
550,9,Bolt Strike
550,11,らいげき
551,1,あおいほのお
551,9,Blue Flare
551,11,あおいほのお
552,1,ほのおのまい
552,9,Fiery Dance
552,11,ほのおのまい
553,1,フリーズボルト
553,9,Freeze Shock
553,11,フリーズボルト
554,1,コールドフレア
554,9,Ice Burn
554,11,コールドフレア
555,1,バークアウト
555,9,Snarl
555,11,バークアウト
556,1,つららおとし
556,9,Icicle Crash
556,11,つららおとし
557,1,Ｖジェネレート
557,9,V-create
557,11,Ｖジェネレート
558,1,クロスフレイム
558,9,Fusion Flare
558,11,クロスフレイム
559,1,クロスサンダー
559,9,Fusion Bolt
559,11,クロスサンダー
560,1,フライングプレス
560,9,Flying Press
560,11,フライングプレス
561,1,たたみがえし
561,9,Mat Block
561,11,たたみがえし
562,1,ゲップ
562,9,Belch
562,11,ゲップ
563,1,たがやす
563,9,Rototiller
563,11,たがやす
564,1,ねばねばネット
564,9,Sticky Web
564,11,ねばねばネット
565,1,とどめばり
565,9,Fell Stinger
565,11,とどめばり
566,1,ゴーストダイブ
566,9,Phantom Force
566,11,ゴーストダイブ
567,1,ハロウィン
567,9,Trick-or-Treat
567,11,ハロウィン
568,1,おたけび
568,9,Noble Roar
568,11,おたけび
569,1,プラズマシャワー
569,9,Ion Deluge
569,11,プラズマシャワー
570,1,パラボラチャージ
570,9,Parabolic Charge
570,11,パラボラチャージ
571,1,もりののろい
571,9,Forest’s Curse
571,11,もりののろい
572,1,はなふぶき
572,9,Petal Blizzard
572,11,はなふぶき
573,1,フリーズドライ
573,9,Freeze-Dry
573,11,フリーズドライ
574,1,チャームボイス
574,9,Disarming Voice
574,11,チャームボイス
575,1,すてゼリフ
575,9,Parting Shot
575,11,すてゼリフ
576,1,ひっくりかえす
576,9,Topsy-Turvy
576,11,ひっくりかえす
577,1,ドレインキッス
577,9,Draining Kiss
577,11,ドレインキッス
578,1,トリックガード
578,9,Crafty Shield
578,11,トリックガード
579,1,フラワーガード
579,9,Flower Shield
579,11,フラワーガード
580,1,グラスフィールド
580,9,Grassy Terrain
580,11,グラスフィールド
581,1,ミストフィールド
581,9,Misty Terrain
581,11,ミストフィールド
582,1,そうでん
582,9,Electrify
582,11,そうでん
583,1,じゃれつく
583,9,Play Rough
583,11,じゃれつく
584,1,ようせいのかぜ
584,9,Fairy Wind
584,11,ようせいのかぜ
585,1,ムーンフォース
585,9,Moonblast
585,11,ムーンフォース
586,1,ばくおんぱ
586,9,Boomburst
586,11,ばくおんぱ
587,1,フェアリーロック
587,9,Fairy Lock
587,11,フェアリーロック
588,1,キングシールド
588,9,King’s Shield
588,11,キングシールド
589,1,なかよくする
589,9,Play Nice
589,11,なかよくする
590,1,ないしょばなし
590,9,Confide
590,11,ないしょばなし
591,1,ダイヤストーム
591,9,Diamond Storm
591,11,ダイヤストーム
592,1,スチームバースト
592,9,Steam Eruption
592,11,スチームバースト
593,1,いじげんホール
593,9,Hyperspace Hole
593,11,いじげんホール
594,1,みずしゅりけん
594,9,Water Shuriken
594,11,みずしゅりけん
595,1,マジカルフレイム
595,9,Mystical Fire
595,11,マジカルフレイム
596,1,ニードルガード
596,9,Spiky Shield
596,11,ニードルガード
597,1,アロマミスト
597,9,Aromatic Mist
597,11,アロマミスト
598,1,かいでんぱ
598,9,Eerie Impulse
598,11,かいでんぱ
599,1,ベノムトラップ
599,9,Venom Drench
599,11,ベノムトラップ
600,1,ふんじん
600,9,Powder
600,11,ふんじん
601,1,ジオコントロール
601,9,Geomancy
601,11,ジオコントロール
602,1,じばそうさ
602,9,Magnetic Flux
602,11,じばそうさ
603,1,ハッピータイム
603,9,Happy Hour
603,11,ハッピータイム
604,1,エレキフィールド
604,9,Electric Terrain
604,11,エレキフィールド
605,1,マジカルシャイン
605,9,Dazzling Gleam
605,11,マジカルシャイン
606,1,おいわい
606,9,Celebrate
606,11,おいわい
607,1,てをつなぐ
607,9,Hold Hands
607,11,てをつなぐ
608,1,つぶらなひとみ
608,9,Baby-Doll Eyes
608,11,つぶらなひとみ
609,1,ほっぺすりすり
609,9,Nuzzle
609,11,ほっぺすりすり
610,1,てかげん
610,9,Hold Back
610,11,てかげん
611,1,まとわりつく
611,9,Infestation
611,11,まとわりつく
612,1,グロウパンチ
612,9,Power-Up Punch
612,11,グロウパンチ
613,1,デスウイング
613,9,Oblivion Wing
613,11,デスウイング
614,1,サウザンアロー
614,9,Thousand Arrows
614,11,サウザンアロー
615,1,サウザンウェーブ
615,9,Thousand Waves
615,11,サウザンウェーブ
616,1,グランドフォース
616,9,Land’s Wrath
616,11,グランドフォース
617,1,はめつのひかり
617,9,Light of Ruin
617,11,はめつのひかり
618,1,こんげんのはどう
618,9,Origin Pulse
618,11,こんげんのはどう
619,1,だんがいのつるぎ
619,9,Precipice Blades
619,11,だんがいのつるぎ
620,1,ガリョウテンセイ
620,9,Dragon Ascent
620,11,ガリョウテンセイ
621,1,いじげんラッシュ
621,9,Hyperspace Fury
621,11,いじげんラッシュ
622,1,ウルトラダッシュアタック
622,9,Breakneck Blitz
622,11,ウルトラダッシュアタック
623,1,ウルトラダッシュアタック
623,9,Breakneck Blitz
623,11,ウルトラダッシュアタック
624,1,ぜんりょくむそうげきれつけん
624,9,All-Out Pummeling
624,11,ぜんりょくむそうげきれつけん
625,1,ぜんりょくむそうげきれつけん
625,9,All-Out Pummeling
625,11,ぜんりょくむそうげきれつけん
626,1,ファイナルダイブクラッシュ
626,9,Supersonic Skystrike
626,11,ファイナルダイブクラッシュ
627,1,ファイナルダイブクラッシュ
627,9,Supersonic Skystrike
627,11,ファイナルダイブクラッシュ
628,1,アシッドポイズンデリート
628,9,Acid Downpour
628,11,アシッドポイズンデリート
629,1,アシッドポイズンデリート
629,9,Acid Downpour
629,11,アシッドポイズンデリート
630,1,ライジングランドオーバー
630,9,Tectonic Rage
630,11,ライジングランドオーバー
631,1,ライジングランドオーバー
631,9,Tectonic Rage
631,11,ライジングランドオーバー
632,1,ワールズエンドフォール
632,9,Continental Crush
632,11,ワールズエンドフォール
633,1,ワールズエンドフォール
633,9,Continental Crush
633,11,ワールズエンドフォール
634,1,ぜったいほしょくかいてんざん
634,9,Savage Spin-Out
634,11,ぜったいほしょくかいてんざん
635,1,ぜったいほしょくかいてんざん
635,9,Savage Spin-Out
635,11,ぜったいほしょくかいてんざん
636,1,むげんあんやへのいざない
636,9,Never-Ending Nightmare
636,11,むげんあんやへのいざない
637,1,むげんあんやへのいざない
637,9,Never-Ending Nightmare
637,11,むげんあんやへのいざない
638,1,ちょうぜつらせんれんげき
638,9,Corkscrew Crash
638,11,ちょうぜつらせんれんげき
639,1,ちょうぜつらせんれんげき
639,9,Corkscrew Crash
639,11,ちょうぜつらせんれんげき
640,1,ダイナミックフルフレイム
640,9,Inferno Overdrive
640,11,ダイナミックフルフレイム
641,1,ダイナミックフルフレイム
641,9,Inferno Overdrive
641,11,ダイナミックフルフレイム
642,1,スーパーアクアトルネード
642,9,Hydro Vortex
642,11,スーパーアクアトルネード
643,1,スーパーアクアトルネード
643,9,Hydro Vortex
643,11,スーパーアクアトルネード
644,1,ブルームシャインエクストラ
644,9,Bloom Doom
644,11,ブルームシャインエクストラ
645,1,ブルームシャインエクストラ
645,9,Bloom Doom
645,11,ブルームシャインエクストラ
646,1,スパーキングギガボルト
646,9,Gigavolt Havoc
646,11,スパーキングギガボルト
647,1,スパーキングギガボルト
647,9,Gigavolt Havoc
647,11,スパーキングギガボルト
648,1,マキシマムサイブレイカー
648,9,Shattered Psyche
648,11,マキシマムサイブレイカー
649,1,マキシマムサイブレイカー
649,9,Shattered Psyche
649,11,マキシマムサイブレイカー
650,1,レイジングジオフリーズ
650,9,Subzero Slammer
650,11,レイジングジオフリーズ
651,1,レイジングジオフリーズ
651,9,Subzero Slammer
651,11,レイジングジオフリーズ
652,1,アルティメットドラゴンバーン
652,9,Devastating Drake
652,11,アルティメットドラゴンバーン
653,1,アルティメットドラゴンバーン
653,9,Devastating Drake
653,11,アルティメットドラゴンバーン
654,1,ブラックホールイクリプス
654,9,Black Hole Eclipse
654,11,ブラックホールイクリプス
655,1,ブラックホールイクリプス
655,9,Black Hole Eclipse
655,11,ブラックホールイクリプス
656,1,ラブリースターインパクト
656,9,Twinkle Tackle
656,11,ラブリースターインパクト
657,1,ラブリースターインパクト
657,9,Twinkle Tackle
657,11,ラブリースターインパクト
658,1,ひっさつのピカチュート
658,9,Catastropika
658,11,ひっさつのピカチュート
659,1,すなあつめ
659,9,Shore Up
659,11,すなあつめ
660,1,であいがしら
660,9,First Impression
660,11,であいがしら
661,1,トーチカ
661,9,Baneful Bunker
661,11,トーチカ
662,1,かげぬい
662,9,Spirit Shackle
662,11,かげぬい
663,1,ＤＤラリアット
663,9,Darkest Lariat
663,11,ＤＤラリアット
664,1,うたかたのアリア
664,9,Sparkling Aria
664,11,うたかたのアリア
665,1,アイスハンマー
665,9,Ice Hammer
665,11,アイスハンマー
666,1,フラワーヒール
666,9,Floral Healing
666,11,フラワーヒール
667,1,１０まんばりき
667,9,High Horsepower
667,11,１０まんばりき
668,1,ちからをすいとる
668,9,Strength Sap
668,11,ちからをすいとる
669,1,ソーラーブレード
669,9,Solar Blade
669,11,ソーラーブレード
670,1,このは
670,9,Leafage
670,11,このは
671,1,スポットライト
671,9,Spotlight
671,11,スポットライト
672,1,どくのいと
672,9,Toxic Thread
672,11,どくのいと
673,1,とぎすます
673,9,Laser Focus
673,11,とぎすます
674,1,アシストギア
674,9,Gear Up
674,11,アシストギア
675,1,じごくづき
675,9,Throat Chop
675,11,じごくづき
676,1,かふんだんご
676,9,Pollen Puff
676,11,かふんだんご
677,1,アンカーショット
677,9,Anchor Shot
677,11,アンカーショット
678,1,サイコフィールド
678,9,Psychic Terrain
678,11,サイコフィールド
679,1,とびかかる
679,9,Lunge
679,11,とびかかる
680,1,ほのおのムチ
680,9,Fire Lash
680,11,ほのおのムチ
681,1,つけあがる
681,9,Power Trip
681,11,つけあがる
682,1,もえつきる
682,9,Burn Up
682,11,もえつきる
683,1,スピードスワップ
683,9,Speed Swap
683,11,スピードスワップ
684,1,スマートホーン
684,9,Smart Strike
684,11,スマートホーン
685,1,じょうか
685,9,Purify
685,11,じょうか
686,1,めざめるダンス
686,9,Revelation Dance
686,11,めざめるダンス
687,1,コアパニッシャー
687,9,Core Enforcer
687,11,コアパニッシャー
688,1,トロピカルキック
688,9,Trop Kick
688,11,トロピカルキック
689,1,さいはい
689,9,Instruct
689,11,さいはい
690,1,くちばしキャノン
690,9,Beak Blast
690,11,くちばしキャノン
691,1,スケイルノイズ
691,9,Clanging Scales
691,11,スケイルノイズ
692,1,ドラゴンハンマー
692,9,Dragon Hammer
692,11,ドラゴンハンマー
693,1,ぶんまわす
693,9,Brutal Swing
693,11,ぶんまわす
694,1,オーロラベール
694,9,Aurora Veil
694,11,オーロラベール
695,1,シャドーアローズストライク
695,9,Sinister Arrow Raid
695,11,シャドーアローズストライク
696,1,ハイパーダーククラッシャー
696,9,Malicious Moonsault
696,11,ハイパーダーククラッシャー
697,1,わだつみのシンフォニア
697,9,Oceanic Operetta
697,11,わだつみのシンフォニア
698,1,ガーディアン・デ・アローラ
698,9,Guardian of Alola
698,11,ガーディアン・デ・アローラ
699,1,しちせいだっこんたい
699,9,Soul-Stealing 7-Star Strike
699,11,しちせいだっこんたい
700,1,ライトニングサーフライド
700,9,Stoked Sparksurfer
700,11,ライトニングサーフライド
701,1,ほんきをだす　こうげき
701,9,Pulverizing Pancake
701,11,ほんきをだす　こうげき
702,1,ナインエボルブースト
702,9,Extreme Evoboost
702,11,ナインエボルブースト
703,1,オリジンズスーパーノヴァ
703,9,Genesis Supernova
703,11,オリジンズスーパーノヴァ
704,1,トラップシェル
704,9,Shell Trap
704,11,トラップシェル
705,1,フルールカノン
705,9,Fleur Cannon
705,11,フルールカノン
706,1,サイコファング
706,9,Psychic Fangs
706,11,サイコファング
707,1,じだんだ
707,9,Stomping Tantrum
707,11,じだんだ
708,1,シャドーボーン
708,9,Shadow Bone
708,11,シャドーボーン
709,1,アクセルロック
709,9,Accelerock
709,11,アクセルロック
710,1,アクアブレイク
710,9,Liquidation
710,11,アクアブレイク
711,1,プリズムレーザー
711,9,Prismatic Laser
711,11,プリズムレーザー
712,1,シャドースチール
712,9,Spectral Thief
712,11,シャドースチール
713,1,メテオドライブ
713,9,Sunsteel Strike
713,11,メテオドライブ
714,1,シャドーレイ
714,9,Moongeist Beam
714,11,シャドーレイ
715,1,なみだめ
715,9,Tearful Look
715,11,なみだめ
716,1,びりびりちくちく
716,9,Zing Zap
716,11,びりびりちくちく
717,1,しぜんのいかり
717,9,Nature’s Madness
717,11,しぜんのいかり
718,1,マルチアタック
718,9,Multi-Attack
718,11,マルチアタック
719,1,１０００まんボルト
719,9,"10,000,000 Volt Thunderbolt"
719,11,１０００まんボルト
720,1,ビックリヘッド
720,9,Mind Blown
720,11,ビックリヘッド
721,1,プラズマフィスト
721,9,Plasma Fists
721,11,プラズマフィスト
722,1,フォトンゲイザー
722,9,Photon Geyser
722,11,フォトンゲイザー
723,1,てんこがすめつぼうのひかり
723,9,Light That Burns the Sky
723,11,てんこがすめつぼうのひかり
724,1,サンシャインスマッシャー
724,9,Searing Sunraze Smash
724,11,サンシャインスマッシャー
725,1,ムーンライトブラスター
725,9,Menacing Moonraze Maelstrom
725,11,ムーンライトブラスター
726,1,ぽかぼかフレンドタイム
726,9,Let’s Snuggle Forever
726,11,ぽかぼかフレンドタイム
727,1,ラジアルエッジストーム
727,9,Splintered Stormshards
727,11,ラジアルエッジストーム
728,1,ブレイジングソウルビート
728,9,Clangorous Soulblaze
728,11,ブレイジングソウルビート
729,1,ばちばちアクセル
729,9,Zippy Zap
729,11,ばちばちアクセル
730,1,ざぶざぶサーフ
730,9,Splishy Splash
730,11,ざぶざぶサーフ
731,1,ふわふわフォール
731,9,Floaty Fall
731,11,ふわふわフォール
732,1,ピカピカサンダー
732,9,Pika Papow
732,11,ピカピカサンダー
733,1,いきいきバブル
733,9,Bouncy Bubble
733,11,いきいきバブル
734,1,びりびりエレキ
734,9,Buzzy Buzz
734,11,びりびりエレキ
735,1,めらめらバーン
735,9,Sizzly Slide
735,11,めらめらバーン
736,1,どばどばオーラ
736,9,Glitzy Glow
736,11,どばどばオーラ
737,1,わるわるゾーン
737,9,Baddy Bad
737,11,わるわるゾーン
738,1,すくすくボンバー
738,9,Sappy Seed
738,11,すくすくボンバー
739,1,こちこちフロスト
739,9,Freezy Frost
739,11,こちこちフロスト
740,1,きらきらストーム
740,9,Sparkly Swirl
740,11,きらきらストーム
741,1,ブイブイブレイク
741,9,Veevee Volley
741,11,ブイブイブレイク
742,1,ダブルパンツァー
742,9,Double Iron Bash
742,11,ダブルパンツァー
743,1,ダイウォール
743,9,Max Guard
743,11,ダイウォール
744,1,ダイマックスほう
744,9,Dynamax Cannon
744,11,ダイマックスほう
745,1,ねらいうち
745,9,Snipe Shot
745,11,ねらいうち
746,1,くらいつく
746,9,Jaw Lock
746,11,くらいつく
747,1,ほおばる
747,9,Stuff Cheeks
747,11,ほおばる
748,1,はいすいのじん
748,9,No Retreat
748,11,はいすいのじん
749,1,タールショット
749,9,Tar Shot
749,11,タールショット
750,1,まほうのこな
750,9,Magic Powder
750,11,まほうのこな
751,1,ドラゴンアロー
751,9,Dragon Darts
751,11,ドラゴンアロー
752,1,おちゃかい
752,9,Teatime
752,11,おちゃかい
753,1,たこがため
753,9,Octolock
753,11,たこがため
754,1,でんげきくちばし
754,9,Bolt Beak
754,11,でんげきくちばし
755,1,エラがみ
755,9,Fishious Rend
755,11,エラがみ
756,1,コートチェンジ
756,9,Court Change
756,11,コートチェンジ
757,1,ダイバーン
757,9,Max Flare
757,11,ダイバーン
758,1,ダイワーム
758,9,Max Flutterby
758,11,ダイワーム
759,1,ダイサンダー
759,9,Max Lightning
759,11,ダイサンダー
760,1,ダイアタック
760,9,Max Strike
760,11,ダイアタック
761,1,ダイナックル
761,9,Max Knuckle
761,11,ダイナックル
762,1,ダイホロウ
762,9,Max Phantasm
762,11,ダイホロウ
763,1,ダイアイス
763,9,Max Hailstorm
763,11,ダイアイス
764,1,ダイアシッド
764,9,Max Ooze
764,11,ダイアシッド
765,1,ダイストリーム
765,9,Max Geyser
765,11,ダイストリーム
766,1,ダイジェット
766,9,Max Airstream
766,11,ダイジェット
767,1,ダイフェアリー
767,9,Max Starfall
767,11,ダイフェアリー
768,1,ダイドラグーン
768,9,Max Wyrmwind
768,11,ダイドラグーン
769,1,ダイサイコ
769,9,Max Mindstorm
769,11,ダイサイコ
770,1,ダイロック
770,9,Max Rockfall
770,11,ダイロック
771,1,ダイアース
771,9,Max Quake
771,11,ダイアース
772,1,ダイアーク
772,9,Max Darkness
772,11,ダイアーク
773,1,ダイソウゲン
773,9,Max Overgrowth
773,11,ダイソウゲン
774,1,ダイスチル
774,9,Max Steelspike
774,11,ダイスチル
775,1,ソウルビート
775,9,Clangorous Soul
775,11,ソウルビート
776,1,ボディプレス
776,9,Body Press
776,11,ボディプレス
777,1,デコレーション
777,9,Decorate
777,11,デコレーション
778,1,ドラムアタック
778,9,Drum Beating
778,11,ドラムアタック
779,1,トラバサミ
779,9,Snap Trap
779,11,トラバサミ
780,1,かえんボール
780,9,Pyro Ball
780,11,かえんボール
781,1,きょじゅうざん
781,9,Behemoth Blade
781,11,きょじゅうざん
782,1,きょじゅうだん
782,9,Behemoth Bash
782,11,きょじゅうだん
783,1,オーラぐるま
783,9,Aura Wheel
783,11,オーラぐるま
784,1,ワイドブレイカー
784,9,Breaking Swipe
784,11,ワイドブレイカー
785,1,えだづき
785,9,Branch Poke
785,11,えだづき
786,1,オーバードライブ
786,9,Overdrive
786,11,オーバードライブ
787,1,りんごさん
787,9,Apple Acid
787,11,りんごさん
788,1,Ｇのちから
788,9,Grav Apple
788,11,Ｇのちから
789,1,ソウルクラッシュ
789,9,Spirit Break
789,11,ソウルクラッシュ
790,1,ワンダースチーム
790,9,Strange Steam
790,11,ワンダースチーム
791,1,いのちのしずく
791,9,Life Dew
791,11,いのちのしずく
792,1,ブロッキング
792,9,Obstruct
792,11,ブロッキング
793,1,どげざつき
793,9,False Surrender
793,11,どげざつき
794,1,スターアサルト
794,9,Meteor Assault
794,11,スターアサルト
795,1,ムゲンダイビーム
795,9,Eternabeam
795,11,ムゲンダイビーム
796,1,てっていこうせん
796,9,Steel Beam
796,11,てっていこうせん
797,1,ワイドフォース
797,9,Expanding Force
797,11,ワイドフォース
798,1,アイアンローラー
798,9,Steel Roller
798,11,アイアンローラー
799,1,スケイルショット
799,9,Scale Shot
799,11,スケイルショット
800,1,メテオビーム
800,9,Meteor Beam
800,11,メテオビーム
801,1,シェルアームズ
801,9,Shell Side Arm
801,11,シェルアームズ
802,1,ミストバースト
802,9,Misty Explosion
802,11,ミストバースト
803,1,グラススライダー
803,9,Grassy Glide
803,11,グラススライダー
804,1,ライジングボルト
804,9,Rising Voltage
804,11,ライジングボルト
805,1,だいちのはどう
805,9,Terrain Pulse
805,11,だいちのはどう
806,1,はいよるいちげき
806,9,Skitter Smack
806,11,はいよるいちげき
807,1,しっとのほのお
807,9,Burning Jealousy
807,11,しっとのほのお
808,1,うっぷんばらし
808,9,Lash Out
808,11,うっぷんばらし
809,1,ポルターガイスト
809,9,Poltergeist
809,11,ポルターガイスト
810,1,ふしょくガス
810,9,Corrosive Gas
810,11,ふしょくガス
811,1,コーチング
811,9,Coaching
811,11,コーチング
812,1,クイックターン
812,9,Flip Turn
812,11,クイックターン
813,1,トリプルアクセル
813,9,Triple Axel
813,11,トリプルアクセル
814,1,ダブルウイング
814,9,Dual Wingbeat
814,11,ダブルウイング
815,1,ねっさのだいち
815,9,Scorching Sands
815,11,ねっさのだいち
816,1,ジャングルヒール
816,9,Jungle Healing
816,11,ジャングルヒール
817,1,あんこくきょうだ
817,9,Wicked Blow
817,11,あんこくきょうだ
818,1,すいりゅうれんだ
818,9,Surging Strikes
818,11,すいりゅうれんだ
819,1,サンダープリズン
819,9,Thunder Cage
819,11,サンダープリズン
820,1,ドラゴンエナジー
820,9,Dragon Energy
820,11,ドラゴンエナジー
821,1,いてつくしせん
821,9,Freezing Glare
821,11,いてつくしせん
822,1,もえあがるいかり
822,9,Fiery Wrath
