pokemon_species_id,local_language_id,name,genus
239,9,Elekid,Electric Pokémon
239,11,エレキッド,でんきポケモン
240,1,ブビィ,ひだねポケモン
240,9,Magby,Live Coal Pokémon
240,11,ブビィ,ひだねポケモン
241,1,ミルタンク,ちちうしポケモン
241,9,Miltank,Milk Cow Pokémon
241,11,ミルタンク,ちちうしポケモン
242,1,ハピナス,しあわせポケモン
242,9,Blissey,Happiness Pokémon
242,11,ハピナス,しあわせポケモン
243,1,ライコウ,いかずちポケモン
243,9,Raikou,Thunder Pokémon
243,11,ライコウ,いかずちポケモン
244,1,エンテイ,かざんポケモン
244,9,Entei,Volcano Pokémon
244,11,エンテイ,かざんポケモン
245,1,スイクン,オーロラポケモン
245,9,Suicune,Aurora Pokémon
245,11,スイクン,オーロラポケモン
246,1,ヨーギラス,いわはだポケモン
246,9,Larvitar,Rock Skin Pokémon
246,11,ヨーギラス,いわはだポケモン
247,1,サナギラス,だんがんポケモン
247,9,Pupitar,Hard Shell Pokémon
247,11,サナギラス,だんがんポケモン
248,1,バンギラス,よろいポケモン
248,9,Tyranitar,Armor Pokémon
248,11,バンギラス,よろいポケモン
249,1,ルギア,せんすいポケモン
249,9,Lugia,Diving Pokémon
249,11,ルギア,せんすいポケモン
250,1,ホウオウ,にじいろポケモン
250,9,Ho-Oh,Rainbow Pokémon
250,11,ホウオウ,にじいろポケモン
251,1,セレビィ,ときわたりポケモン
251,9,Celebi,Time Travel Pokémon
251,11,セレビィ,ときわたりポケモン
252,1,キモリ,もりトカゲポケモン
252,9,Treecko,Wood Gecko Pokémon
252,11,キモリ,もりトカゲポケモン
253,1,ジュプトル,もりトカゲポケモン
253,9,Grovyle,Wood Gecko Pokémon
253,11,ジュプトル,もりトカゲポケモン
254,1,ジュカイン,みつりんポケモン
254,9,Sceptile,Forest Pokémon
254,11,ジュカイン,みつりんポケモン
255,1,アチャモ,ひよこポケモン
255,9,Torchic,Chick Pokémon
255,11,アチャモ,ひよこポケモン
256,1,ワカシャモ,わかどりポケモン
256,9,Combusken,Young Fowl Pokémon
256,11,ワカシャモ,わかどりポケモン
257,1,バシャーモ,もうかポケモン
257,9,Blaziken,Blaze Pokémon
257,11,バシャーモ,もうかポケモン
258,1,ミズゴロウ,ぬまうおポケモン
258,9,Mudkip,Mud Fish Pokémon
258,11,ミズゴロウ,ぬまうおポケモン
259,1,ヌマクロー,ぬまうおポケモン
259,9,Marshtomp,Mud Fish Pokémon
259,11,ヌマクロー,ぬまうおポケモン
260,1,ラグラージ,ぬまうおポケモン
260,9,Swampert,Mud Fish Pokémon
260,11,ラグラージ,ぬまうおポケモン
261,1,ポチエナ,かみつきポケモン
261,9,Poochyena,Bite Pokémon
261,11,ポチエナ,かみつきポケモン
262,1,グラエナ,かみつきポケモン
262,9,Mightyena,Bite Pokémon
262,11,グラエナ,かみつきポケモン
263,1,ジグザグマ,まめだぬきポケモン
263,9,Zigzagoon,Tiny Raccoon Pokémon
263,11,ジグザグマ,まめだぬきポケモン
264,1,マッスグマ,とっしんポケモン
264,9,Linoone,Rushing Pokémon
264,11,マッスグマ,とっしんポケモン
265,1,ケムッソ,いもむしポケモン
265,9,Wurmple,Worm Pokémon
265,11,ケムッソ,いもむしポケモン
266,1,カラサリス,さなぎポケモン
266,9,Silcoon,Cocoon Pokémon
266,11,カラサリス,さなぎポケモン
267,1,アゲハント,ちょうちょポケモン
267,9,Beautifly,Butterfly Pokémon
267,11,アゲハント,ちょうちょポケモン
268,1,マユルド,さなぎポケモン
268,9,Cascoon,Cocoon Pokémon
268,11,マユルド,さなぎポケモン
269,1,ドクケイル,どくがポケモン
269,9,Dustox,Poison Moth Pokémon
269,11,ドクケイル,どくがポケモン
270,1,ハスボー,うきくさポケモン
270,9,Lotad,Water Weed Pokémon
270,11,ハスボー,うきくさポケモン
271,1,ハスブレロ,ようきポケモン
271,9,Lombre,Jolly Pokémon
271,11,ハスブレロ,ようきポケモン
272,1,ルンパッパ,のうてんきポケモン
272,9,Ludicolo,Carefree Pokémon
272,11,ルンパッパ,のうてんきポケモン
273,1,タネボー,どんぐりポケモン
273,9,Seedot,Acorn Pokémon
273,11,タネボー,どんぐりポケモン
274,1,コノハナ,いじわるポケモン
274,9,Nuzleaf,Wily Pokémon
274,11,コノハナ,いじわるポケモン
275,1,ダーテング,よこしまポケモン
275,9,Shiftry,Wicked Pokémon
275,11,ダーテング,よこしまポケモン
276,1,スバメ,こツバメポケモン
276,9,Taillow,Tiny Swallow Pokémon
276,11,スバメ,こツバメポケモン
277,1,オオスバメ,ツバメポケモン
277,9,Swellow,Swallow Pokémon
277,11,オオスバメ,ツバメポケモン
278,1,キャモメ,うみねこポケモン
278,9,Wingull,Seagull Pokémon
278,11,キャモメ,うみねこポケモン
279,1,ペリッパー,みずどりポケモン
279,9,Pelipper,Water Bird Pokémon
279,11,ペリッパー,みずどりポケモン
280,1,ラルトス,きもちポケモン
280,9,Ralts,Feeling Pokémon
280,11,ラルトス,きもちポケモン
281,1,キルリア,かんじょうポケモン
281,9,Kirlia,Emotion Pokémon
281,11,キルリア,かんじょうポケモン
282,1,サーナイト,ほうようポケモン
282,9,Gardevoir,Embrace Pokémon
282,11,サーナイト,ほうようポケモン
283,1,アメタマ,あめんぼポケモン
283,9,Surskit,Pond Skater Pokémon
283,11,アメタマ,あめんぼポケモン
284,1,アメモース,めだまポケモン
284,9,Masquerain,Eyeball Pokémon
284,11,アメモース,めだまポケモン
285,1,キノココ,きのこポケモン
285,9,Shroomish,Mushroom Pokémon
285,11,キノココ,きのこポケモン
286,1,キノガッサ,きのこポケモン
286,9,Breloom,Mushroom Pokémon
286,11,キノガッサ,きのこポケモン
287,1,ナマケロ,なまけものポケモン
287,9,Slakoth,Slacker Pokémon
287,11,ナマケロ,なまけものポケモン
288,1,ヤルキモノ,あばれザルポケモン
288,9,Vigoroth,Wild Monkey Pokémon
288,11,ヤルキモノ,あばれザルポケモン
289,1,ケッキング,ものぐさポケモン
289,9,Slaking,Lazy Pokémon
289,11,ケッキング,ものぐさポケモン
290,1,ツチニン,したづみポケモン
290,9,Nincada,Trainee Pokémon
290,11,ツチニン,したづみポケモン
291,1,テッカニン,しのびポケモン
291,9,Ninjask,Ninja Pokémon
291,11,テッカニン,しのびポケモン
292,1,ヌケニン,ぬけがらポケモン
292,9,Shedinja,Shed Pokémon
292,11,ヌケニン,ぬけがらポケモン
293,1,ゴニョニョ,ささやきポケモン
293,9,Whismur,Whisper Pokémon
293,11,ゴニョニョ,ささやきポケモン
294,1,ドゴーム,おおごえポケモン
294,9,Loudred,Big Voice Pokémon
294,11,ドゴーム,おおごえポケモン
295,1,バクオング,そうおんポケモン
295,9,Exploud,Loud Noise Pokémon
295,11,バクオング,そうおんポケモン
296,1,マクノシタ,こんじょうポケモン
296,9,Makuhita,Guts Pokémon
296,11,マクノシタ,こんじょうポケモン
297,1,ハリテヤマ,つっぱりポケモン
297,9,Hariyama,Arm Thrust Pokémon
297,11,ハリテヤマ,つっぱりポケモン
298,1,ルリリ,みずたまポケモン
298,9,Azurill,Polka Dot Pokémon
298,11,ルリリ,みずたまポケモン
299,1,ノズパス,コンパスポケモン
299,9,Nosepass,Compass Pokémon
299,11,ノズパス,コンパスポケモン
300,1,エネコ,こねこポケモン
300,9,Skitty,Kitten Pokémon
300,11,エネコ,こねこポケモン
301,1,エネコロロ,おすましポケモン
301,9,Delcatty,Prim Pokémon
301,11,エネコロロ,おすましポケモン
302,1,ヤミラミ,くらやみポケモン
302,9,Sableye,Darkness Pokémon
302,11,ヤミラミ,くらやみポケモン
303,1,クチート,あざむきポケモン
303,9,Mawile,Deceiver Pokémon
303,11,クチート,あざむきポケモン
304,1,ココドラ,てつヨロイポケモン
304,9,Aron,Iron Armor Pokémon
304,11,ココドラ,てつヨロイポケモン
305,1,コドラ,てつヨロイポケモン
305,9,Lairon,Iron Armor Pokémon
305,11,コドラ,てつヨロイポケモン
306,1,ボスゴドラ,てつヨロイポケモン
306,9,Aggron,Iron Armor Pokémon
306,11,ボスゴドラ,てつヨロイポケモン
307,1,アサナン,めいそうポケモン
307,9,Meditite,Meditate Pokémon
307,11,アサナン,めいそうポケモン
308,1,チャーレム,めいそうポケモン
308,9,Medicham,Meditate Pokémon
308,11,チャーレム,めいそうポケモン
309,1,ラクライ,いなずまポケモン
309,9,Electrike,Lightning Pokémon
309,11,ラクライ,いなずまポケモン
310,1,ライボルト,ほうでんポケモン
310,9,Manectric,Discharge Pokémon
310,11,ライボルト,ほうでんポケモン
311,1,プラスル,おうえんポケモン
311,9,Plusle,Cheering Pokémon
311,11,プラスル,おうえんポケモン
312,1,マイナン,おうえんポケモン
312,9,Minun,Cheering Pokémon
312,11,マイナン,おうえんポケモン
313,1,バルビート,ほたるポケモン
313,9,Volbeat,Firefly Pokémon
313,11,バルビート,ほたるポケモン
314,1,イルミーゼ,ほたるポケモン
314,9,Illumise,Firefly Pokémon
314,11,イルミーゼ,ほたるポケモン
315,1,ロゼリア,いばらポケモン
315,9,Roselia,Thorn Pokémon
315,11,ロゼリア,いばらポケモン
316,1,ゴクリン,いぶくろポケモン
316,9,Gulpin,Stomach Pokémon
316,11,ゴクリン,いぶくろポケモン
317,1,マルノーム,どくぶくろポケモン
317,9,Swalot,Poison Bag Pokémon
317,11,マルノーム,どくぶくろポケモン
318,1,キバニア,どうもうポケモン
318,9,Carvanha,Savage Pokémon
318,11,キバニア,どうもうポケモン
319,1,サメハダー,きょうぼうポケモン
319,9,Sharpedo,Brutal Pokémon
319,11,サメハダー,きょうぼうポケモン
320,1,ホエルコ,たまくじらポケモン
320,9,Wailmer,Ball Whale Pokémon
320,11,ホエルコ,たまくじらポケモン
321,1,ホエルオー,うきくじらポケモン
321,9,Wailord,Float Whale Pokémon
321,11,ホエルオー,うきくじらポケモン
322,1,ドンメル,どんかんポケモン
322,9,Numel,Numb Pokémon
322,11,ドンメル,どんかんポケモン
323,1,バクーダ,ふんかポケモン
323,9,Camerupt,Eruption Pokémon
323,11,バクーダ,ふんかポケモン
324,1,コータス,せきたんポケモン
324,9,Torkoal,Coal Pokémon
324,11,コータス,せきたんポケモン
325,1,バネブー,とびはねポケモン
325,9,Spoink,Bounce Pokémon
325,11,バネブー,とびはねポケモン
326,1,ブーピッグ,あやつりポケモン
326,9,Grumpig,Manipulate Pokémon
326,11,ブーピッグ,あやつりポケモン
327,1,パッチール,ぶちパンダポケモン
327,9,Spinda,Spot Panda Pokémon
327,11,パッチール,ぶちパンダポケモン
328,1,ナックラー,ありじごくポケモン
328,9,Trapinch,Ant Pit Pokémon
328,11,ナックラー,ありじごくポケモン
329,1,ビブラーバ,しんどうポケモン
329,9,Vibrava,Vibration Pokémon
329,11,ビブラーバ,しんどうポケモン
330,1,フライゴン,せいれいポケモン
330,9,Flygon,Mystic Pokémon
330,11,フライゴン,せいれいポケモン
331,1,サボネア,サボテンポケモン
331,9,Cacnea,Cactus Pokémon
331,11,サボネア,サボテンポケモン
332,1,ノクタス,カカシぐさポケモン
332,9,Cacturne,Scarecrow Pokémon
332,11,ノクタス,カカシぐさポケモン
333,1,チルット,わたどりポケモン
333,9,Swablu,Cotton Bird Pokémon
333,11,チルット,わたどりポケモン
334,1,チルタリス,ハミングポケモン
334,9,Altaria,Humming Pokémon
334,11,チルタリス,ハミングポケモン
335,1,ザングース,ネコイタチポケモン
335,9,Zangoose,Cat Ferret Pokémon
335,11,ザングース,ネコイタチポケモン
336,1,ハブネーク,キバへびポケモン
336,9,Seviper,Fang Snake Pokémon
336,11,ハブネーク,キバへびポケモン
337,1,ルナトーン,いんせきポケモン
337,9,Lunatone,Meteorite Pokémon
337,11,ルナトーン,いんせきポケモン
338,1,ソルロック,いんせきポケモン
338,9,Solrock,Meteorite Pokémon
338,11,ソルロック,いんせきポケモン
339,1,ドジョッチ,ひげうおポケモン
339,9,Barboach,Whiskers Pokémon
339,11,ドジョッチ,ひげうおポケモン
340,1,ナマズン,ひげうおポケモン
340,9,Whiscash,Whiskers Pokémon
340,11,ナマズン,ひげうおポケモン
341,1,ヘイガニ,ごろつきポケモン
341,9,Corphish,Ruffian Pokémon
341,11,ヘイガニ,ごろつきポケモン
342,1,シザリガー,ならずものポケモン
342,9,Crawdaunt,Rogue Pokémon
342,11,シザリガー,ならずものポケモン
343,1,ヤジロン,どぐうポケモン
343,9,Baltoy,Clay Doll Pokémon
343,11,ヤジロン,どぐうポケモン
344,1,ネンドール,どぐうポケモン
344,9,Claydol,Clay Doll Pokémon
344,11,ネンドール,どぐうポケモン
345,1,リリーラ,ウミユリポケモン
345,9,Lileep,Sea Lily Pokémon
345,11,リリーラ,ウミユリポケモン
346,1,ユレイドル,いわつぼポケモン
346,9,Cradily,Barnacle Pokémon
346,11,ユレイドル,いわつぼポケモン
347,1,アノプス,むかしエビポケモン
347,9,Anorith,Old Shrimp Pokémon
347,11,アノプス,むかしエビポケモン
348,1,アーマルド,かっちゅうポケモン
348,9,Armaldo,Plate Pokémon
348,11,アーマルド,かっちゅうポケモン
349,1,ヒンバス,さかなポケモン
349,9,Feebas,Fish Pokémon
349,11,ヒンバス,さかなポケモン
350,1,ミロカロス,いつくしみポケモン
350,9,Milotic,Tender Pokémon
350,11,ミロカロス,いつくしみポケモン
351,1,ポワルン,てんきポケモン
351,9,Castform,Weather Pokémon
351,11,ポワルン,てんきポケモン
352,1,カクレオン,いろへんげポケモン
352,9,Kecleon,Color Swap Pokémon
352,11,カクレオン,いろへんげポケモン
353,1,カゲボウズ,にんぎょうポケモン
353,9,Shuppet,Puppet Pokémon
353,11,カゲボウズ,にんぎょうポケモン
354,1,ジュペッタ,ぬいぐるみポケモン
354,9,Banette,Marionette Pokémon
354,11,ジュペッタ,ぬいぐるみポケモン
355,1,ヨマワル,おむかえポケモン
355,9,Duskull,Requiem Pokémon
355,11,ヨマワル,おむかえポケモン
356,1,サマヨール,てまねきポケモン
356,9,Dusclops,Beckon Pokémon
356,11,サマヨール,てまねきポケモン
357,1,トロピウス,フルーツポケモン
357,9,Tropius,Fruit Pokémon
357,11,トロピウス,フルーツポケモン
358,1,チリーン,ふうりんポケモン
358,9,Chimecho,Wind Chime Pokémon
358,11,チリーン,ふうりんポケモン
359,1,アブソル,わざわいポケモン
359,9,Absol,Disaster Pokémon
359,11,アブソル,わざわいポケモン
360,1,ソーナノ,ほがらかポケモン
360,9,Wynaut,Bright Pokémon
360,11,ソーナノ,ほがらかポケモン
361,1,ユキワラシ,ゆきかさポケモン
361,9,Snorunt,Snow Hat Pokémon
361,11,ユキワラシ,ゆきかさポケモン
362,1,オニゴーリ,がんめんポケモン
362,9,Glalie,Face Pokémon
362,11,オニゴーリ,がんめんポケモン
363,1,タマザラシ,てたたきポケモン
363,9,Spheal,Clap Pokémon
363,11,タマザラシ,てたたきポケモン
364,1,トドグラー,たままわしポケモン
364,9,Sealeo,Ball Roll Pokémon
364,11,トドグラー,たままわしポケモン
365,1,トドゼルガ,こおりわりポケモン
365,9,Walrein,Ice Break Pokémon
365,11,トドゼルガ,こおりわりポケモン
366,1,パールル,２まいがいポケモン
366,9,Clamperl,Bivalve Pokémon
366,11,パールル,２まいがいポケモン
367,1,ハンテール,しんかいポケモン
367,9,Huntail,Deep Sea Pokémon
367,11,ハンテール,しんかいポケモン
368,1,サクラビス,なんかいポケモン
368,9,Gorebyss,South Sea Pokémon
368,11,サクラビス,なんかいポケモン
369,1,ジーランス,ちょうじゅポケモン
369,9,Relicanth,Longevity Pokémon
369,11,ジーランス,ちょうじゅポケモン
370,1,ラブカス,ランデブーポケモン
370,9,Luvdisc,Rendezvous Pokémon
370,11,ラブカス,ランデブーポケモン
371,1,タツベイ,いしあたまポケモン
371,9,Bagon,Rock Head Pokémon
371,11,タツベイ,いしあたまポケモン
372,1,コモルー,にんたいポケモン
372,9,Shelgon,Endurance Pokémon
372,11,コモルー,にんたいポケモン
373,1,ボーマンダ,ドラゴンポケモン
373,9,Salamence,Dragon Pokémon
373,11,ボーマンダ,ドラゴンポケモン
374,1,ダンバル,てっきゅうポケモン
374,9,Beldum,Iron Ball Pokémon
374,11,ダンバル,てっきゅうポケモン
375,1,メタング,てつツメポケモン
375,9,Metang,Iron Claw Pokémon
375,11,メタング,てつツメポケモン
376,1,メタグロス,てつあしポケモン
376,9,Metagross,Iron Leg Pokémon
376,11,メタグロス,てつあしポケモン
377,1,レジロック,いわやまポケモン
377,9,Regirock,Rock Peak Pokémon
377,11,レジロック,いわやまポケモン
378,1,レジアイス,ひょうざんポケモン
378,9,Regice,Iceberg Pokémon
378,11,レジアイス,ひょうざんポケモン
379,1,レジスチル,くろがねポケモン
379,9,Registeel,Iron Pokémon
379,11,レジスチル,くろがねポケモン
380,1,ラティアス,むげんポケモン
380,9,Latias,Eon Pokémon
380,11,ラティアス,むげんポケモン
381,1,ラティオス,むげんポケモン
381,9,Latios,Eon Pokémon
381,11,ラティオス,むげんポケモン
382,1,カイオーガ,かいていポケモン
382,9,Kyogre,Sea Basin Pokémon
382,11,カイオーガ,かいていポケモン
383,1,グラードン,たいりくポケモン
383,9,Groudon,Continent Pokémon
383,11,グラードン,たいりくポケモン
384,1,レックウザ,てんくうポケモン
384,9,Rayquaza,Sky High Pokémon
384,11,レックウザ,てんくうポケモン
385,1,ジラーチ,ねがいごとポケモン
385,9,Jirachi,Wish Pokémon
385,11,ジラーチ,ねがいごとポケモン
386,1,デオキシス,ＤＮＡポケモン
386,9,Deoxys,DNA Pokémon
386,11,デオキシス,ＤＮＡポケモン
387,1,ナエトル,わかばポケモン
387,9,Turtwig,Tiny Leaf Pokémon
387,11,ナエトル,わかばポケモン
388,1,ハヤシガメ,こだちポケモン
388,9,Grotle,Grove Pokémon
388,11,ハヤシガメ,こだちポケモン
389,1,ドダイトス,たいりくポケモン
389,9,Torterra,Continent Pokémon
389,11,ドダイトス,たいりくポケモン
390,1,ヒコザル,こざるポケモン
390,9,Chimchar,Chimp Pokémon
390,11,ヒコザル,こざるポケモン
391,1,モウカザル,やんちゃポケモン
391,9,Monferno,Playful Pokémon
391,11,モウカザル,やんちゃポケモン
392,1,ゴウカザル,かえんポケモン
392,9,Infernape,Flame Pokémon
392,11,ゴウカザル,かえんポケモン
393,1,ポッチャマ,ペンギンポケモン
393,9,Piplup,Penguin Pokémon
393,11,ポッチャマ,ペンギンポケモン
394,1,ポッタイシ,ペンギンポケモン
394,9,Prinplup,Penguin Pokémon
394,11,ポッタイシ,ペンギンポケモン
395,1,エンペルト,こうていポケモン
395,9,Empoleon,Emperor Pokémon
395,11,エンペルト,こうていポケモン
396,1,ムックル,むくどりポケモン
396,9,Starly,Starling Pokémon
396,11,ムックル,むくどりポケモン
397,1,ムクバード,むくどりポケモン
397,9,Staravia,Starling Pokémon
397,11,ムクバード,むくどりポケモン
398,1,ムクホーク,もうきんポケモン
398,9,Staraptor,Predator Pokémon
398,11,ムクホーク,もうきんポケモン
399,1,ビッパ,まるねずみポケモン
399,9,Bidoof,Plump Mouse Pokémon
399,11,ビッパ,まるねずみポケモン
400,1,ビーダル,ビーバーポケモン
400,9,Bibarel,Beaver Pokémon
400,11,ビーダル,ビーバーポケモン
401,1,コロボーシ,こおろぎポケモン
401,9,Kricketot,Cricket Pokémon
401,11,コロボーシ,こおろぎポケモン
402,1,コロトック,こおろぎポケモン
402,9,Kricketune,Cricket Pokémon
402,11,コロトック,こおろぎポケモン
403,1,コリンク,せんこうポケモン
403,9,Shinx,Flash Pokémon
403,11,コリンク,せんこうポケモン
404,1,ルクシオ,でんこうポケモン
404,9,Luxio,Spark Pokémon
404,11,ルクシオ,でんこうポケモン
405,1,レントラー,がんこうポケモン
405,9,Luxray,Gleam Eyes Pokémon
405,11,レントラー,がんこうポケモン
406,1,スボミー,つぼみポケモン
406,9,Budew,Bud Pokémon
406,11,スボミー,つぼみポケモン
407,1,ロズレイド,ブーケポケモン
407,9,Roserade,Bouquet Pokémon
407,11,ロズレイド,ブーケポケモン
408,1,ズガイドス,ずつきポケモン
408,9,Cranidos,Head Butt Pokémon
408,11,ズガイドス,ずつきポケモン
409,1,ラムパルド,ずつきポケモン
409,9,Rampardos,Head Butt Pokémon
409,11,ラムパルド,ずつきポケモン
410,1,タテトプス,シールドポケモン
410,9,Shieldon,Shield Pokémon
410,11,タテトプス,シールドポケモン
411,1,トリデプス,シールドポケモン
411,9,Bastiodon,Shield Pokémon
411,11,トリデプス,シールドポケモン
412,1,ミノムッチ,みのむしポケモン
412,9,Burmy,Bagworm Pokémon
412,11,ミノムッチ,みのむしポケモン
413,1,ミノマダム,みのむしポケモン
413,9,Wormadam,Bagworm Pokémon
413,11,ミノマダム,みのむしポケモン
414,1,ガーメイル,ミノガポケモン
414,9,Mothim,Moth Pokémon
414,11,ガーメイル,ミノガポケモン
415,1,ミツハニー,はちのこポケモン
415,9,Combee,Tiny Bee Pokémon
415,11,ミツハニー,はちのこポケモン
416,1,ビークイン,はちのすポケモン
416,9,Vespiquen,Beehive Pokémon
416,11,ビークイン,はちのすポケモン
417,1,パチリス,でんきりすポケモン
417,9,Pachirisu,EleSquirrel Pokémon
417,11,パチリス,でんきりすポケモン
418,1,ブイゼル,うみイタチポケモン
418,9,Buizel,Sea Weasel Pokémon
418,11,ブイゼル,うみイタチポケモン
419,1,フローゼル,うみイタチポケモン
419,9,Floatzel,Sea Weasel Pokémon
419,11,フローゼル,うみイタチポケモン
420,1,チェリンボ,さくらんぼポケモン
420,9,Cherubi,Cherry Pokémon
420,11,チェリンボ,さくらんぼポケモン
421,1,チェリム,サクラポケモン
421,9,Cherrim,Blossom Pokémon
421,11,チェリム,サクラポケモン
422,1,カラナクシ,ウミウシポケモン
422,9,Shellos,Sea Slug Pokémon
422,11,カラナクシ,ウミウシポケモン
423,1,トリトドン,ウミウシポケモン
423,9,Gastrodon,Sea Slug Pokémon
423,11,トリトドン,ウミウシポケモン
424,1,エテボース,おながポケモン
424,9,Ambipom,Long Tail Pokémon
424,11,エテボース,おながポケモン
425,1,フワンテ,ふうせんポケモン
425,9,Drifloon,Balloon Pokémon
425,11,フワンテ,ふうせんポケモン
426,1,フワライド,ききゅうポケモン
426,9,Drifblim,Blimp Pokémon
426,11,フワライド,ききゅうポケモン
427,1,ミミロル,うさぎポケモン
427,9,Buneary,Rabbit Pokémon
427,11,ミミロル,うさぎポケモン
428,1,ミミロップ,うさぎポケモン
428,9,Lopunny,Rabbit Pokémon
428,11,ミミロップ,うさぎポケモン
429,1,ムウマージ,マジカルポケモン
429,9,Mismagius,Magical Pokémon
429,11,ムウマージ,マジカルポケモン
430,1,ドンカラス,おおボスポケモン
430,9,Honchkrow,Big Boss Pokémon
430,11,ドンカラス,おおボスポケモン
431,1,ニャルマー,ねこかぶりポケモン
431,9,Glameow,Catty Pokémon
431,11,ニャルマー,ねこかぶりポケモン
432,1,ブニャット,とらねこポケモン
432,9,Purugly,Tiger Cat Pokémon
432,11,ブニャット,とらねこポケモン
433,1,リーシャン,すずポケモン
433,9,Chingling,Bell Pokémon
433,11,リーシャン,すずポケモン
434,1,スカンプー,スカンクポケモン
434,9,Stunky,Skunk Pokémon
434,11,スカンプー,スカンクポケモン
435,1,スカタンク,スカンクポケモン
435,9,Skuntank,Skunk Pokémon
435,11,スカタンク,スカンクポケモン
436,1,ドーミラー,せいどうポケモン
436,9,Bronzor,Bronze Pokémon
436,11,ドーミラー,せいどうポケモン
437,1,ドータクン,どうたくポケモン
437,9,Bronzong,Bronze Bell Pokémon
437,11,ドータクン,どうたくポケモン
438,1,ウソハチ,ぼんさいポケモン
438,9,Bonsly,Bonsai Pokémon
438,11,ウソハチ,ぼんさいポケモン
439,1,マネネ,マイムポケモン
439,9,Mime Jr.,Mime Pokémon
439,11,マネネ,マイムポケモン
440,1,ピンプク,ままごとポケモン
440,9,Happiny,Playhouse Pokémon
440,11,ピンプク,ままごとポケモン
441,1,ペラップ,おんぷポケモン
441,9,Chatot,Music Note Pokémon
441,11,ペラップ,おんぷポケモン
442,1,ミカルゲ,ふういんポケモン
442,9,Spiritomb,Forbidden Pokémon
442,11,ミカルゲ,ふういんポケモン
443,1,フカマル,りくザメポケモン
443,9,Gible,Land Shark Pokémon
443,11,フカマル,りくザメポケモン
444,1,ガバイト,ほらあなポケモン
444,9,Gabite,Cave Pokémon
444,11,ガバイト,ほらあなポケモン
445,1,ガブリアス,マッハポケモン
445,9,Garchomp,Mach Pokémon
445,11,ガブリアス,マッハポケモン
446,1,ゴンベ,おおぐいポケモン
446,9,Munchlax,Big Eater Pokémon
446,11,ゴンベ,おおぐいポケモン
447,1,リオル,はもんポケモン
447,9,Riolu,Emanation Pokémon
447,11,リオル,はもんポケモン
448,1,ルカリオ,はどうポケモン
448,9,Lucario,Aura Pokémon
448,11,ルカリオ,はどうポケモン
449,1,ヒポポタス,カバポケモン
449,9,Hippopotas,Hippo Pokémon
449,11,ヒポポタス,カバポケモン
450,1,カバルドン,じゅうりょうポケモン
450,9,Hippowdon,Heavyweight Pokémon
450,11,カバルドン,じゅうりょうポケモン
451,1,スコルピ,さそりポケモン
451,9,Skorupi,Scorpion Pokémon
451,11,スコルピ,さそりポケモン
452,1,ドラピオン,ばけさそりポケモン
452,9,Drapion,Ogre Scorpion Pokémon
452,11,ドラピオン,ばけさそりポケモン
453,1,グレッグル,どくづきポケモン
453,9,Croagunk,Toxic Mouth Pokémon
453,11,グレッグル,どくづきポケモン
454,1,ドクロッグ,どくづきポケモン
454,9,Toxicroak,Toxic Mouth Pokémon
454,11,ドクロッグ,どくづきポケモン
455,1,マスキッパ,むしとりポケモン
455,9,Carnivine,Bug Catcher Pokémon
455,11,マスキッパ,むしとりポケモン
456,1,ケイコウオ,はねうおポケモン
456,9,Finneon,Wing Fish Pokémon
456,11,ケイコウオ,はねうおポケモン
457,1,ネオラント,ネオンポケモン
457,9,Lumineon,Neon Pokémon
457,11,ネオラント,ネオンポケモン
458,1,タマンタ,カイトポケモン
458,9,Mantyke,Kite Pokémon
458,11,タマンタ,カイトポケモン
459,1,ユキカブリ,じゅひょうポケモン
459,9,Snover,Frost Tree Pokémon
459,11,ユキカブリ,じゅひょうポケモン
460,1,ユキノオー,じゅひょうポケモン
460,9,Abomasnow,Frost Tree Pokémon
460,11,ユキノオー,じゅひょうポケモン
461,1,マニューラ,かぎづめポケモン
461,9,Weavile,Sharp Claw Pokémon
461,11,マニューラ,かぎづめポケモン
462,1,ジバコイル,じばポケモン
462,9,Magnezone,Magnet Area Pokémon
462,11,ジバコイル,じばポケモン
463,1,ベロベルト,なめまわしポケモン
463,9,Lickilicky,Licking Pokémon
463,11,ベロベルト,なめまわしポケモン
464,1,ドサイドン,ドリルポケモン
464,9,Rhyperior,Drill Pokémon
464,11,ドサイドン,ドリルポケモン
465,1,モジャンボ,ツルじょうポケモン
465,9,Tangrowth,Vine Pokémon
465,11,モジャンボ,ツルじょうポケモン
466,1,エレキブル,らいでんポケモン
466,9,Electivire,Thunderbolt Pokémon
466,11,エレキブル,らいでんポケモン
467,1,ブーバーン,ばくえんポケモン
467,9,Magmortar,Blast Pokémon
467,11,ブーバーン,ばくえんポケモン
468,1,トゲキッス,しゅくふくポケモン
468,9,Togekiss,Jubilee Pokémon
468,11,トゲキッス,しゅくふくポケモン
469,1,メガヤンマ,オニトンボポケモン
469,9,Yanmega,Ogre Darner Pokémon
469,11,メガヤンマ,オニトンボポケモン
470,1,リーフィア,しんりょくポケモン
470,9,Leafeon,Verdant Pokémon
470,11,リーフィア,しんりょくポケモン
471,1,グレイシア,しんせつポケモン
471,9,Glaceon,Fresh Snow Pokémon
471,11,グレイシア,しんせつポケモン
472,1,グライオン,キバさそりポケモン
472,9,Gliscor,Fang Scorpion Pokémon
472,11,グライオン,キバさそりポケモン
473,1,マンムー,２ほんキバポケモン
