item_id,local_language_id,name
414,11,ともだちてちょう
415,1,はつでんしょキー
415,9,Works Key
415,11,はつでんしょキー
416,1,こだいのおまもり
416,9,Old Charm
416,11,こだいのおまもり
417,1,ギンガだんのカギ
417,9,Galactic Key
417,11,ギンガだんのカギ
418,1,あかいくさり
418,9,Red Chain
418,11,あかいくさり
419,1,タウンマップ
419,9,Town Map
419,11,タウンマップ
420,1,バトルサーチャー
420,9,Vs. Seeker
420,11,バトルサーチャー
421,1,コインケース
421,9,Coin Case
421,11,コインケース
422,1,ボロのつりざお
422,9,Old Rod
422,11,ボロのつりざお
423,1,いいつりざお
423,9,Good Rod
423,11,いいつりざお
424,1,すごいつりざお
424,9,Super Rod
424,11,すごいつりざお
425,1,コダックじょうろ
425,9,Sprayduck
425,11,コダックじょうろ
426,1,ポフィンケース
426,9,Poffin Case
426,11,ポフィンケース
427,1,じてんしゃ
427,9,Bicycle
428,1,ルームキー
428,9,Suite Key
428,11,ルームキー
429,1,オーキドのてがみ
429,9,Oak’s Letter
429,11,オーキドのてがみ
430,1,みかづきのはね
430,9,Lunar Wing
430,11,みかづきのはね
431,1,メンバーズカード
431,9,Member Card
431,11,メンバーズカード
432,1,てんかいのふえ
432,9,Azure Flute
432,11,てんかいのふえ
433,1,ふねのチケット
433,9,S.S. Ticket
433,11,ふねのチケット
434,1,コンテストパス
434,9,Contest Pass
434,11,コンテストパス
435,1,かざんのおきいし
435,9,Magma Stone
435,11,かざんのおきいし
436,1,おとどけもの
436,9,Parcel
436,11,おとどけもの
437,1,ひきかえけん１
437,9,Coupon 1
437,11,ひきかえけん１
438,1,ひきかえけん２
438,9,Coupon 2
438,11,ひきかえけん２
439,1,ひきかえけん３
439,9,Coupon 3
439,11,ひきかえけん３
440,1,そうこのカギ
440,9,Storage Key
440,11,そうこのカギ
441,1,ひでんのくすり
441,9,Secret Potion
441,11,ひでんのくすり
442,1,はっきんだま
442,9,Griseous Orb
442,11,はっきんだま
443,1,バトルレコーダー
443,9,Vs. Recorder
443,11,バトルレコーダー
444,1,グラシデアのはな
444,9,Gracidea
444,11,グラシデアのはな
445,1,ひみつのカギ
445,9,Secret Key
445,11,ひみつのカギ
446,1,ぼんぐりケース
446,9,Apricorn Box
446,11,ぼんぐりケース
447,1,きのみプランター
447,9,Berry Pots
447,11,きのみプランター
448,1,ゼニガメじょうろ
448,9,Squirt Bottle
448,11,ゼニガメじょうろ
449,1,ルアーボール
449,9,Lure Ball
449,11,ルアーボール
450,1,レベルボール
450,9,Level Ball
450,11,レベルボール
451,1,ムーンボール
451,9,Moon Ball
451,11,ムーンボール
452,1,ヘビーボール
452,9,Heavy Ball
452,11,ヘビーボール
453,1,スピードボール
453,9,Fast Ball
453,11,スピードボール
454,1,フレンドボール
454,9,Friend Ball
454,11,フレンドボール
455,1,ラブラブボール
455,9,Love Ball
455,11,ラブラブボール
456,1,パークボール
456,9,Park Ball
456,11,パークボール
457,1,コンペボール
457,9,Sport Ball
457,11,コンペボール
458,1,あかぼんぐり
458,9,Red Apricorn
458,11,あかぼんぐり
459,1,あおぼんぐり
459,9,Blue Apricorn
459,11,あおぼんぐり
460,1,きぼんぐり
460,9,Yellow Apricorn
460,11,きぼんぐり
461,1,みどぼんぐり
461,9,Green Apricorn
461,11,みどぼんぐり
462,1,ももぼんぐり
462,9,Pink Apricorn
462,11,ももぼんぐり
463,1,しろぼんぐり
463,9,White Apricorn
463,11,しろぼんぐり
464,1,くろぼんぐり
464,9,Black Apricorn
464,11,くろぼんぐり
465,1,ダウジングマシン
465,9,Dowsing Machine
465,11,ダウジングマシン
466,1,いかりまんじゅう
466,9,Rage Candy Bar
466,11,いかりまんじゅう
467,1,べにいろのたま
467,9,Red Orb
467,11,べにいろのたま
468,1,あいいろのたま
468,9,Blue Orb
468,11,あいいろのたま
469,1,もえぎいろのたま
469,9,Jade Orb
469,11,もえぎいろのたま
470,1,なぞのすいしょう
470,9,Enigma Stone
470,11,なぞのすいしょう
471,1,アンノーンノート
471,9,Unown Report
471,11,アンノーンノート
472,1,ブルーカード
472,9,Blue Card
472,11,ブルーカード
473,1,おいしいシッポ
473,9,Slowpoke Tail
473,11,おいしいシッポ
474,1,とうめいなスズ
474,9,Clear Bell
474,11,とうめいなスズ
475,1,カードキー
475,9,Card Key
475,11,カードキー
476,1,ちかのかぎ
476,9,Basement Key
476,11,ちかのかぎ
477,1,あかいウロコ
477,9,Red Scale
477,11,あかいウロコ
478,1,おとしもの
478,9,Lost Item
478,11,おとしもの
479,1,リニアパス
479,9,Pass
479,11,リニアパス
480,1,きかいのぶひん
480,9,Machine Part
480,11,きかいのぶひん
481,1,ぎんいろのはね
481,9,Silver Wing
481,11,ぎんいろのはね
482,1,にじいろのはね
482,9,Rainbow Wing
482,11,にじいろのはね
483,1,ふしぎなタマゴ
483,9,Mystery Egg
483,11,ふしぎなタマゴ
484,1,ＧＢプレイヤー
484,9,GB Sounds
484,11,ＧＢプレイヤー
485,1,うみなりのスズ
485,9,Tidal Bell
485,11,うみなりのスズ
486,1,データカード０１
486,9,Data Card 01
486,11,データカード０１
487,1,データカード０２
487,9,Data Card 02
487,11,データカード０２
488,1,データカード０３
488,9,Data Card 03
488,11,データカード０３
489,1,データカード０４
489,9,Data Card 04
489,11,データカード０４
490,1,データカード０５
490,9,Data Card 05
490,11,データカード０５
491,1,データカード０６
491,9,Data Card 06
491,11,データカード０６
492,1,データカード０７
492,9,Data Card 07
492,11,データカード０７
493,1,データカード０８
493,9,Data Card 08
493,11,データカード０８
494,1,データカード０９
494,9,Data Card 09
494,11,データカード０９
495,1,データカード１０
495,9,Data Card 10
495,11,データカード１０
496,1,データカード１１
496,9,Data Card 11
496,11,データカード１１
497,1,データカード１２
497,9,Data Card 12
497,11,データカード１２
498,1,データカード１３
498,9,Data Card 13
498,11,データカード１３
499,1,データカード１４
499,9,Data Card 14
499,11,データカード１４
500,1,データカード１５
500,9,Data Card 15
500,11,データカード１５
501,1,データカード１６
501,9,Data Card 16
501,11,データカード１６
502,1,データカード１７
502,9,Data Card 17
502,11,データカード１７
503,1,データカード１８
503,9,Data Card 18
503,11,データカード１８
504,1,データカード１９
504,9,Data Card 19
504,11,データカード１９
505,1,データカード２０
505,9,Data Card 20
505,11,データカード２０
506,1,データカード２１
506,9,Data Card 21
506,11,データカード２１
507,1,データカード２２
507,9,Data Card 22
507,11,データカード２２
508,1,データカード２３
508,9,Data Card 23
508,11,データカード２３
509,1,データカード２４
509,9,Data Card 24
509,11,データカード２４
510,1,データカード２５
510,9,Data Card 25
510,11,データカード２５
511,1,データカード２６
511,9,Data Card 26
511,11,データカード２６
512,1,データカード２７
512,9,Data Card 27
512,11,データカード２７
513,1,ロックカプセル
513,9,Lock Capsule
513,11,ロックカプセル
514,1,フォトアルバム
514,9,Photo Album
514,11,フォトアルバム
515,1,オレンジメール
515,9,Orange Mail
516,1,ハーバーメール
516,9,Harbor Mail
517,1,キラキラメール
517,9,Glitter Mail
518,1,メカニカルメール
518,9,Mech Mail
519,1,ウッディメール
519,9,Wood Mail
520,1,クロスメール
520,9,Wave Mail
521,1,トレジャーメール
521,9,Bead Mail
522,1,シャドーメール
522,9,Shadow Mail
523,1,トロピカルメール
523,9,Tropic Mail
524,1,ドリームメール
524,9,Dream Mail
525,1,ミラクルメール
525,9,Fab Mail
526,1,レトロメール
526,9,Retro Mail
527,1,マッハじてんしゃ
527,9,Mach Bike
527,11,マッハじてんしゃ
528,1,ダートじてんしゃ
528,9,Acro Bike
528,11,ダートじてんしゃ
529,1,ホエルコじょうろ
529,9,Wailmer Pail
529,11,ホエルコじょうろ
530,1,デボンのにもつ
530,9,Devon Goods
531,1,はいぶくろ
531,9,Soot Sack
531,11,はいぶくろ
532,1,ポロックケース
532,9,Pokéblock Case
533,1,ダイゴへのてがみ
533,9,Letter
533,11,ダイゴへのてがみ
534,1,むげんのチケット
534,9,Eon Ticket
534,11,むげんのチケット
535,1,たんちき
535,9,Scanner
535,11,たんちき
536,1,ゴーゴーゴーグル
536,9,Go-Goggles
536,11,ゴーゴーゴーグル
537,1,いんせき
537,9,Meteorite
537,11,いんせき
538,1,１ごうしつのカギ
538,9,Rm. 1 Key
539,1,２ごうしつのカギ
539,9,Rm. 2 Key
540,1,４ごうしつのカギ
540,9,Rm. 4 Key
541,1,６ごうしつのカギ
541,9,Rm. 6 Key
542,1,デボンスコープ
542,9,Devon Scope
542,11,デボンスコープ
543,1,おとどけもの
543,9,Oak’s Parcel
544,1,ポケモンのふえ
544,9,Poké Flute
544,11,ポケモンのふえ
545,1,ひきかえけん
545,9,Bike Voucher
546,1,きんのいれば
546,9,Gold Teeth
546,11,きんのいれば
547,1,エレベータのカギ
547,9,Lift Key
547,11,エレベータのカギ
548,1,シルフスコープ
548,9,Silph Scope
548,11,シルフスコープ
549,1,ボイスチェッカー
549,9,Fame Checker
550,1,わざマシンケース
550,9,TM Case
550,11,わざマシンケース
551,1,きのみぶくろ
551,9,Berry Pouch
552,1,おしえテレビ
552,9,Teachy TV
553,1,トライパス
553,9,Tri-Pass
554,1,レインボーパス
554,9,Rainbow Pass
555,1,おちゃ
555,9,Tea
555,11,おちゃ
556,1,しんぴのチケット
556,9,MysticTicket
557,1,オーロラチケット
557,9,AuroraTicket
558,1,こないれ
558,9,Powder Jar
559,1,ルビー
559,9,Ruby
560,1,サファイア
560,9,Sapphire
561,1,マグマのしるし
561,9,Magma Emblem
562,1,ふるびたかいず
562,9,Old Sea Map
563,1,アクアカセット
563,9,Douse Drive
563,11,アクアカセット
564,1,イナズマカセット
564,9,Shock Drive
564,11,イナズマカセット
565,1,ブレイズカセット
565,9,Burn Drive
565,11,ブレイズカセット
566,1,フリーズカセット
566,9,Chill Drive
566,11,フリーズカセット
567,1,ハートスイーツ
567,9,Sweet Heart
567,11,ハートスイーツ
568,1,はじめてメール
568,9,Greet Mail
568,11,はじめてメール
569,1,だいすきメール
569,9,Favored Mail
569,11,だいすきメール
570,1,おさそいメール
570,9,RSVP Mail
570,11,おさそいメール
571,1,かんしゃメール
571,9,Thanks Mail
571,11,かんしゃメール
572,1,しつもんメール
572,9,Inquiry Mail
572,11,しつもんメール
573,1,おすすめメール
573,9,Like Mail
573,11,おすすめメール
574,1,おかえしメール
574,9,Reply Mail
574,11,おかえしメール
575,1,ブリッジメールＳ
575,9,Bridge Mail S
575,11,ブリッジメールＳ
576,1,ブリッジメールＨ
576,9,Bridge Mail D
576,11,ブリッジメールＨ
577,1,ブリッジメールＣ
577,9,Bridge Mail T
577,11,ブリッジメールＣ
578,1,ブリッジメールＶ
578,9,Bridge Mail V
578,11,ブリッジメールＶ
579,1,ブリッジメールＷ
579,9,Bridge Mail M
579,11,ブリッジメールＷ
580,1,きれいなウロコ
580,9,Prism Scale
580,11,きれいなウロコ
581,1,しんかのきせき
581,9,Eviolite
581,11,しんかのきせき
582,1,かるいし
582,9,Float Stone
582,11,かるいし
583,1,ゴツゴツメット
583,9,Rocky Helmet
583,11,ゴツゴツメット
584,1,ふうせん
584,9,Air Balloon
584,11,ふうせん
585,1,レッドカード
585,9,Red Card
585,11,レッドカード
586,1,ねらいのまと
586,9,Ring Target
586,11,ねらいのまと
587,1,しめつけバンド
587,9,Binding Band
587,11,しめつけバンド
588,1,きゅうこん
588,9,Absorb Bulb
588,11,きゅうこん
589,1,じゅうでんち
589,9,Cell Battery
589,11,じゅうでんち
590,1,だっしゅつボタン
590,9,Eject Button
590,11,だっしゅつボタン
591,1,ほのおのジュエル
591,9,Fire Gem
591,11,ほのおのジュエル
592,1,みずのジュエル
592,9,Water Gem
592,11,みずのジュエル
593,1,でんきのジュエル
593,9,Electric Gem
593,11,でんきのジュエル
594,1,くさのジュエル
594,9,Grass Gem
594,11,くさのジュエル
595,1,こおりのジュエル
595,9,Ice Gem
595,11,こおりのジュエル
596,1,かくとうジュエル
596,9,Fighting Gem
596,11,かくとうジュエル
597,1,どくのジュエル
597,9,Poison Gem
597,11,どくのジュエル
598,1,じめんのジュエル
598,9,Ground Gem
598,11,じめんのジュエル
599,1,ひこうのジュエル
599,9,Flying Gem
599,11,ひこうのジュエル
600,1,エスパージュエル
600,9,Psychic Gem
600,11,エスパージュエル
601,1,むしのジュエル
601,9,Bug Gem
601,11,むしのジュエル
602,1,いわのジュエル
602,9,Rock Gem
602,11,いわのジュエル
603,1,ゴーストジュエル
603,9,Ghost Gem
603,11,ゴーストジュエル
604,1,あくのジュエル
604,9,Dark Gem
604,11,あくのジュエル
605,1,はがねのジュエル
605,9,Steel Gem
605,11,はがねのジュエル
606,1,たいりょくのハネ
606,9,Health Feather
606,11,たいりょくのハネ
607,1,きんりょくのハネ
607,9,Muscle Feather
607,11,きんりょくのハネ
608,1,ていこうのハネ
608,9,Resist Feather
608,11,ていこうのハネ
609,1,ちりょくのハネ
609,9,Genius Feather
609,11,ちりょくのハネ
610,1,せいしんのハネ
610,9,Clever Feather
610,11,せいしんのハネ
611,1,しゅんぱつのハネ
611,9,Swift Feather
611,11,しゅんぱつのハネ
612,1,きれいなハネ
612,9,Pretty Feather
612,11,きれいなハネ
613,1,ふたのカセキ
613,9,Cover Fossil
613,11,ふたのカセキ
614,1,はねのカセキ
614,9,Plume Fossil
614,11,はねのカセキ
615,1,リバティチケット
615,9,Liberty Pass
615,11,リバティチケット
616,1,デルダマ
616,9,Pass Orb
616,11,デルダマ
617,1,ドリームボール
617,9,Dream Ball
617,11,ドリームボール
618,1,ポケじゃらし
618,9,Poké Toy
618,11,ポケじゃらし
619,1,グッズケース
619,9,Prop Case
619,11,グッズケース
620,1,ドラゴンのホネ
620,9,Dragon Skull
620,11,ドラゴンのホネ
621,1,かおるキノコ
621,9,Balm Mushroom
621,11,かおるキノコ
622,1,でかいきんのたま
622,9,Big Nugget
622,11,でかいきんのたま
623,1,おだんごしんじゅ
623,9,Pearl String
623,11,おだんごしんじゅ
624,1,すいせいのかけら
624,9,Comet Shard
624,11,すいせいのかけら
625,1,こだいのどうか
625,9,Relic Copper
625,11,こだいのどうか
626,1,こだいのぎんか
626,9,Relic Silver
626,11,こだいのぎんか
627,1,こだいのきんか
627,9,Relic Gold
627,11,こだいのきんか
628,1,こだいのツボ
628,9,Relic Vase
628,11,こだいのツボ
629,1,こだいのうでわ
629,9,Relic Band
629,11,こだいのうでわ
630,1,こだいのせきぞう
630,9,Relic Statue
630,11,こだいのせきぞう
631,1,こだいのおうかん
631,9,Relic Crown
631,11,こだいのおうかん
632,1,ヒウンアイス
632,9,Casteliacone
632,11,ヒウンアイス
633,1,クリティカット２
633,9,Dire Hit 2
633,11,クリティカット２
634,1,スピーダー２
634,9,X Speed 2
634,11,スピーダー２
635,1,ＳＰアップ２
635,9,X Sp. Atk 2
635,11,ＳＰアップ２
636,1,ＳＰガード２
636,9,X Sp. Def 2
636,11,ＳＰガード２
637,1,ディフェンダー２
637,9,X Defense 2
637,11,ディフェンダー２
638,1,プラスパワー２
638,9,X Attack 2
638,11,プラスパワー２
639,1,ヨクアタール２
639,9,X Accuracy 2
639,11,ヨクアタール２
640,1,スピーダー３
640,9,X Speed 3
640,11,スピーダー３
641,1,ＳＰアップ３
641,9,X Sp. Atk 3
641,11,ＳＰアップ３
642,1,ＳＰガード３
642,9,X Sp. Def 3
642,11,ＳＰガード３
643,1,ディフェンダー３
643,9,X Defense 3
643,11,ディフェンダー３
644,1,プラスパワー３
644,9,X Attack 3
644,11,プラスパワー３
645,1,ヨクアタール３
645,9,X Accuracy 3
645,11,ヨクアタール３
646,1,スピーダー６
646,9,X Speed 6
646,11,スピーダー６
647,1,ＳＰアップ６
647,9,X Sp. Atk 6
647,11,ＳＰアップ６
648,1,ＳＰガード６
648,9,X Sp. Def 6
648,11,ＳＰガード６
649,1,ディフェンダー６
649,9,X Defense 6
649,11,ディフェンダー６
650,1,プラスパワー６
650,9,X Attack 6
650,11,プラスパワー６
651,1,ヨクアタール６
651,9,X Accuracy 6
651,11,ヨクアタール６
652,1,スキルコール
652,9,Ability Urge
652,11,スキルコール
653,1,アイテムドロップ
653,9,Item Drop
653,11,アイテムドロップ
654,1,アイテムコール
654,9,Item Urge
654,11,アイテムコール
655,1,フラットコール
655,9,Reset Urge
655,11,フラットコール
656,1,クリティカット３
656,9,Dire Hit 3
656,11,クリティカット３
657,1,ライトストーン
657,9,Light Stone
657,11,ライトストーン
658,1,ダークストーン
658,9,Dark Stone
658,11,ダークストーン
659,1,わざマシン９３
659,9,TM93
659,11,わざマシン９３
660,1,わざマシン９４
660,9,TM94
660,11,わざマシン９４
661,1,わざマシン９５
661,9,TM95
661,11,わざマシン９５
662,1,ライブキャスター
662,9,Xtransceiver
662,11,ライブキャスター
663,1,ゴッドストーン
663,9,god stone
664,1,はいたつぶつ１
664,9,Gram 1
664,11,はいたつぶつ１
665,1,はいたつぶつ２
665,9,Gram 2
665,11,はいたつぶつ２
666,1,はいたつぶつ３
666,9,Gram 3
666,11,はいたつぶつ３
668,1,ドラゴンジュエル
668,9,Dragon Gem
668,11,ドラゴンジュエル
669,1,ノーマルジュエル
669,9,Normal Gem
669,11,ノーマルジュエル
670,1,メダルボックス
670,9,Medal Box
670,11,メダルボックス
671,1,いでんしのくさび
671,9,DNA Splicers
671,11,いでんしのくさび
673,1,きょかしょう
673,9,Permit
673,11,きょかしょう
674,1,まるいおまもり
674,9,Oval Charm
674,11,まるいおまもり
675,1,ひかるおまもり
675,9,Shiny Charm
675,11,ひかるおまもり
676,1,プラズマカード
676,9,Plasma Card
676,11,プラズマカード
677,1,よごれたハンカチ
677,9,Grubby Hanky
677,11,よごれたハンカチ
678,1,アクロママシーン
678,9,Colress Machine
678,11,アクロママシーン
679,1,わすれもの
679,9,Dropped Item
679,11,わすれもの
681,1,うつしかがみ
681,9,Reveal Glass
681,11,うつしかがみ
682,1,じゃくてんほけん
682,9,Weakness Policy
682,11,じゃくてんほけん
683,1,とつげきチョッキ
683,9,Assault Vest
683,11,とつげきチョッキ
684,1,せいれいプレート
684,9,Pixie Plate
684,11,せいれいプレート
685,1,とくせいカプセル
685,9,Ability Capsule
685,11,とくせいカプセル
686,1,ホイップポップ
686,9,Whipped Dream
686,11,ホイップポップ
687,1,においぶくろ
687,9,Sachet
687,11,においぶくろ
688,1,ひかりごけ
688,9,Luminous Moss
688,11,ひかりごけ
689,1,ゆきだま
689,9,Snowball
689,11,ゆきだま
690,1,ぼうじんゴーグル
690,9,Safety Goggles
690,11,ぼうじんゴーグル
691,1,たわわこやし
691,9,Rich Mulch
691,11,たわわこやし
692,1,びっくりこやし
692,9,Surprise Mulch
692,11,びっくりこやし
693,1,ぐんぐんこやし
693,9,Boost Mulch
693,11,ぐんぐんこやし
694,1,とんでもこやし
694,9,Amaze Mulch
694,11,とんでもこやし
695,1,ゲンガナイト
695,9,Gengarite
695,11,ゲンガナイト
696,1,サーナイトナイト
696,9,Gardevoirite
696,11,サーナイトナイト
697,1,デンリュウナイト
697,9,Ampharosite
697,11,デンリュウナイト
698,1,フシギバナイト
698,9,Venusaurite
698,11,フシギバナイト
699,1,リザードナイトＸ
699,9,Charizardite X
699,11,リザードナイトＸ
700,1,カメックスナイト
700,9,Blastoisinite
700,11,カメックスナイト
701,1,ミュウツナイトＸ
701,9,Mewtwonite X
701,11,ミュウツナイトＸ
702,1,ミュウツナイトＹ
702,9,Mewtwonite Y
702,11,ミュウツナイトＹ
703,1,バシャーモナイト
703,9,Blazikenite
703,11,バシャーモナイト
704,1,チャーレムナイト
704,9,Medichamite
704,11,チャーレムナイト
705,1,ヘルガナイト
705,9,Houndoominite
705,11,ヘルガナイト
706,1,ボスゴドラナイト
706,9,Aggronite
706,11,ボスゴドラナイト
707,1,ジュペッタナイト
707,9,Banettite
707,11,ジュペッタナイト
708,1,バンギラスナイト
708,9,Tyranitarite
708,11,バンギラスナイト
709,1,ハッサムナイト
709,9,Scizorite
709,11,ハッサムナイト
710,1,カイロスナイト
710,9,Pinsirite
710,11,カイロスナイト
711,1,プテラナイト
711,9,Aerodactylite
711,11,プテラナイト
712,1,ルカリオナイト
712,9,Lucarionite
712,11,ルカリオナイト
713,1,ユキノオナイト
713,9,Abomasite
713,11,ユキノオナイト
714,1,ガルーラナイト
714,9,Kangaskhanite
714,11,ガルーラナイト
715,1,ギャラドスナイト
715,9,Gyaradosite
715,11,ギャラドスナイト
716,1,アブソルナイト
716,9,Absolite
716,11,アブソルナイト
717,1,リザードナイトＹ
717,9,Charizardite Y
717,11,リザードナイトＹ
718,1,フーディナイト
718,9,Alakazite
718,11,フーディナイト
719,1,ヘラクロスナイト
719,9,Heracronite
719,11,ヘラクロスナイト
720,1,クチートナイト
720,9,Mawilite
720,11,クチートナイト
721,1,ライボルトナイト
721,9,Manectite
721,11,ライボルトナイト
722,1,ガブリアスナイト
722,9,Garchompite
722,11,ガブリアスナイト
723,1,ロゼルのみ
723,9,Roseli Berry
723,11,ロゼルのみ
724,1,アッキのみ
724,9,Kee Berry
724,11,アッキのみ
725,1,タラプのみ
725,9,Maranga Berry
725,11,タラプのみ
726,1,バーゲンチケット
726,9,Discount Coupon
726,11,バーゲンチケット
727,1,ふしぎなおきもの
727,9,Strange Souvenir
727,11,ふしぎなおきもの
728,1,ミアレガレット
728,9,Lumiose Galette
728,11,ミアレガレット
729,1,アゴのカセキ
729,9,Jaw Fossil
729,11,アゴのカセキ
730,1,ヒレのカセキ
730,9,Sail Fossil
730,11,ヒレのカセキ
731,1,ようせいジュエル
731,9,Fairy Gem
731,11,ようせいジュエル
732,1,たんけんこころえ
732,9,Adventure Guide
732,11,たんけんこころえ
733,1,エレベータのキー
733,9,Elevator Key
733,11,エレベータのキー
734,1,ホロキャスター
734,9,Holo Caster
734,11,ホロキャスター
735,1,カロスエンブレム
735,9,Honor of Kalos
735,11,カロスエンブレム
736,1,すごそうないし
736,9,Intriguing Stone
736,11,すごそうないし
737,1,レンズケース
737,9,Lens Case
737,11,レンズケース
738,1,ハンサムチケット
738,9,Looker Ticket
738,11,ハンサムチケット
739,1,メガリング
739,9,Mega Ring
739,11,メガリング
740,1,はつでんしょパス
740,9,Power Plant Pass
740,11,はつでんしょパス
741,1,はかせのてがみ
741,9,Prof’s Letter
741,11,はかせのてがみ
742,1,ローラースケート
742,9,Roller Skates
742,11,ローラースケート
743,1,ハスボーじょうろ
743,9,Sprinklotad
743,11,ハスボーじょうろ
744,1,ＴＭＶパス
744,9,TMV Pass
744,11,ＴＭＶパス
745,1,わざマシン９６
745,9,TM96
745,11,わざマシン９６
746,1,わざマシン９７
746,9,TM97
746,11,わざマシン９７
747,1,わざマシン９８
747,9,TM98
747,11,わざマシン９８
748,1,わざマシン９９
748,9,TM99
748,11,わざマシン９９
749,1,わざマシン１００
749,9,TM100
749,11,わざマシン１００
760,1,ラティアスナイト
760,9,Latiasite
760,11,ラティアスナイト
761,1,ラティオスナイト
761,9,Latiosite
761,11,ラティオスナイト
762,1,ありふれたいし
762,9,Common Stone
762,11,ありふれたいし
763,1,コスメポーチ
763,9,Makeup Bag
763,11,コスメポーチ
764,1,いしょうトランク
764,9,Travel Trunk
764,11,いしょうトランク
765,1,シャラサブレ
765,9,Shalour Sable
765,11,シャラサブレ
768,1,メガチャーム
768,9,Mega Charm
768,11,メガチャーム
769,1,メガグローブ
769,9,Mega Glove
769,11,メガグローブ
770,1,デボンのにもつ
770,9,Devon Parts
770,11,デボンのにもつ
772,1,ポロックキット
772,9,Pokéblock Kit
772,11,ポロックキット
773,1,１ごうしつのカギ
773,9,Key to Room 1
773,11,１ごうしつのカギ
774,1,２ごうしつのカギ
774,9,Key to Room 2
774,11,２ごうしつのカギ
775,1,４ごうしつのカギ
775,9,Key to Room 4
775,11,４ごうしつのカギ
776,1,６ごうしつのカギ
776,9,Key to Room 6
776,11,６ごうしつのカギ
779,1,デボンボンベ
779,9,Devon Scuba Gear
779,11,デボンボンベ
780,1,ライブスーツ
780,9,Contest Costume
780,11,ライブスーツ
782,1,マグマスーツ
782,9,Magma Suit
782,11,マグマスーツ
783,1,アクアスーツ
783,9,Aqua Suit
783,11,アクアスーツ
784,1,ペアチケット
784,9,Pair of Tickets
784,11,ペアチケット
785,1,メガバングル
785,9,Mega Bracelet
785,11,メガバングル
786,1,メガペンダント
786,9,Mega Pendant
786,11,メガペンダント
787,1,メガメガネ
787,9,Mega Glasses
787,11,メガメガネ
788,1,メガイカリ
788,9,Mega Anchor
788,11,メガイカリ
789,1,メガラペルピン
789,9,Mega Stickpin
789,11,メガラペルピン
790,1,メガティアラ
790,9,Mega Tiara
790,11,メガティアラ
791,1,メガアンクレット
791,9,Mega Anklet
791,11,メガアンクレット
793,1,ラグラージナイト
793,9,Swampertite
793,11,ラグラージナイト
794,1,ジュカインナイト
794,9,Sceptilite
794,11,ジュカインナイト
795,1,ヤミラミナイト
795,9,Sablenite
795,11,ヤミラミナイト
796,1,チルタリスナイト
796,9,Altarianite
796,11,チルタリスナイト
797,1,エルレイドナイト
797,9,Galladite
797,11,エルレイドナイト
798,1,タブンネナイト
798,9,Audinite
798,11,タブンネナイト
799,1,メタグロスナイト
799,9,Metagrossite
799,11,メタグロスナイト
800,1,サメハダナイト
800,9,Sharpedonite
800,11,サメハダナイト
801,1,ヤドランナイト
801,9,Slowbronite
801,11,ヤドランナイト
802,1,ハガネールナイト
802,9,Steelixite
802,11,ハガネールナイト
803,1,ピジョットナイト
803,9,Pidgeotite
803,11,ピジョットナイト
804,1,オニゴーリナイト
804,9,Glalitite
804,11,オニゴーリナイト
805,1,ディアンシナイト
805,9,Diancite
805,11,ディアンシナイト
806,1,いましめのツボ
806,9,Prison Bottle
806,11,いましめのツボ
807,1,メガブレス
807,9,Mega Cuff
807,11,メガブレス
808,1,バクーダナイト
808,9,Cameruptite
808,11,バクーダナイト
809,1,ミミロップナイト
809,9,Lopunnite
809,11,ミミロップナイト
810,1,ボーマンダナイト
810,9,Salamencite
810,11,ボーマンダナイト
811,1,スピアナイト
811,9,Beedrillite
811,11,スピアナイト
814,1,キーストーン
814,9,Key Stone
814,11,キーストーン
815,1,いんせきのかけら
815,9,Meteorite Shard
815,11,いんせきのかけら
816,1,むげんのふえ
816,9,Eon Flute
816,11,むげんのふえ
817,1,ノーマルＺ
817,9,Normalium Z
817,11,ノーマルＺ
818,1,ホノオＺ
818,9,Firium Z
818,11,ホノオＺ
819,1,ミズＺ
819,9,Waterium Z
819,11,ミズＺ
820,1,デンキＺ
820,9,Electrium Z
820,11,デンキＺ
821,1,クサＺ
821,9,Grassium Z
821,11,クサＺ
822,1,コオリＺ
822,9,Icium Z
822,11,コオリＺ
823,1,カクトウＺ
823,9,Fightinium Z
823,11,カクトウＺ
824,1,ドクＺ
824,9,Poisonium Z
824,11,ドクＺ
825,1,ジメンＺ
825,9,Groundium Z
825,11,ジメンＺ
826,1,ヒコウＺ
826,9,Flyinium Z
826,11,ヒコウＺ
827,1,エスパーＺ
827,9,Psychium Z
827,11,エスパーＺ
828,1,ムシＺ
828,9,Buginium Z
828,11,ムシＺ
829,1,イワＺ
829,9,Rockium Z
829,11,イワＺ
830,1,ゴーストＺ
830,9,Ghostium Z
830,11,ゴーストＺ
831,1,ドラゴンＺ
831,9,Dragonium Z
831,11,ドラゴンＺ
832,1,アクＺ
832,9,Darkinium Z
832,11,アクＺ
833,1,ハガネＺ
833,9,Steelium Z
833,11,ハガネＺ
834,1,フェアリーＺ
834,9,Fairium Z
834,11,フェアリーＺ
835,1,ピカチュウＺ
835,9,Pikanium Z
835,11,ピカチュウＺ
836,1,ぎんのおうかん
836,9,Bottle Cap
836,11,ぎんのおうかん
837,1,きんのおうかん
837,9,Gold Bottle Cap
837,11,きんのおうかん
838,1,Ｚリング
838,9,Z-Ring
838,11,Ｚリング
839,1,ジュナイパーＺ
